Time,Channel A,Channel B,Channel C
(s),(mV),(V),(mV)

0.00000000,451.07960000,0.42882630,1.97465500
0.01000000,447.12720000,0.42089070,1.57941700
0.02000000,447.12720000,0.42089070,0.39370070
0.03000000,443.17480000,0.41295520,1.97465500
0.04000000,447.12720000,0.42089070,3.55407200
0.05000000,447.12720000,0.42089070,1.97465500
0.06000000,447.12720000,0.42089070,0.78893940
0.07000000,447.12720000,0.42089070,1.57941700
0.08000000,443.17480000,0.41295520,1.97465500
0.09000000,447.12720000,0.42089070,1.57941700
0.10000000,447.12720000,0.42882630,1.97465500
0.11000000,443.17480000,0.42089070,2.76359500
0.12000000,447.12720000,0.42089070,2.36835600
0.13000000,443.17480000,0.42089070,0.39370070
0.14000000,443.17480000,0.42089070,0.39370070
0.15000000,443.17480000,0.42882630,0.39370070
0.16000000,439.20700000,0.42089070,0.78893940
0.17000000,443.17480000,0.42089070,0.39370070
0.18000000,443.17480000,0.42089070,-0.39370070
0.19000000,443.17480000,0.42882630,0.00000000
0.20000000,435.25460000,0.42882630,0.78893940
0.21000000,439.20700000,0.42882630,-0.78893940
0.22000000,435.25460000,0.42089070,0.00000000
0.22999999,439.20700000,0.42882630,0.39370070
0.23999999,439.20700000,0.42882630,0.00000000
0.24999999,435.25460000,0.42882630,-0.78893940
0.25999999,439.20700000,0.42882630,1.18417800
0.26999999,439.20700000,0.42882630,0.39370070
0.27999999,435.25460000,0.42882630,-0.78893940
0.28999999,435.25460000,0.43679260,-0.78893940
0.29999999,439.20700000,0.42882630,-1.18417800
0.30999999,439.20700000,0.42882630,0.00000000
0.31999999,435.25460000,0.42882630,0.39370070
0.32999999,435.25460000,0.42882630,0.78893940
0.33999999,435.25460000,0.42882630,-0.39370070
0.34999999,439.20700000,0.42882630,0.39370070
0.35999999,435.25460000,0.42882630,-0.39370070
0.36999999,439.20700000,0.42089070,0.39370070
0.37999999,439.20700000,0.42882630,-0.39370070
0.38999999,431.30220000,0.42882630,0.39370070
0.39999999,443.17480000,0.42882630,-1.18417800
0.40999999,439.20700000,0.42882630,1.18417800
0.41999999,435.25460000,0.42882630,0.00000000
0.42999999,435.25460000,0.42882630,0.00000000
0.43999999,431.30220000,0.42882630,0.78893940
0.44999999,439.20700000,0.42882630,0.78893940
0.45999999,435.25460000,0.42882630,0.00000000
0.46999999,439.20700000,0.42882630,-0.78893940
0.47999999,443.17480000,0.42882630,-1.18417800
0.48999999,439.20700000,0.42882630,-1.57941700
0.49999999,435.25460000,0.42882630,-0.78893940
0.50999999,439.20700000,0.42882630,0.00000000
0.51999999,435.25460000,0.42882630,0.00000000
0.52999999,435.25460000,0.42882630,0.00000000
0.53999999,439.20700000,0.42882630,-0.78893940
0.54999999,439.20700000,0.42882630,0.39370070
0.55999999,435.25460000,0.42882630,0.00000000
0.56999999,435.25460000,0.42882630,0.78893940
0.57999999,435.25460000,0.42882630,0.78893940
0.58999999,435.25460000,0.42882630,-0.39370070
0.59999999,435.25460000,0.42882630,-0.78893940
0.60999999,435.25460000,0.42882630,-0.39370070
0.61999999,439.20700000,0.42882630,0.39370070
0.62999999,435.25460000,0.42882630,0.00000000
0.63999999,439.20700000,0.42882630,0.00000000
0.64999999,439.20700000,0.42882630,0.39370070
0.65999999,439.20700000,0.42882630,-0.39370070
0.66999999,435.25460000,0.42882630,-0.39370070
0.67999998,439.20700000,0.42882630,-1.18417800
0.68999998,431.30220000,0.42882630,-1.18417800
0.69999998,439.20700000,0.42882630,0.00000000
0.70999998,435.25460000,0.42882630,-1.57941700
0.71999998,439.20700000,0.43679260,-0.78893940
0.72999998,439.20700000,0.42882630,-0.39370070
0.73999998,439.20700000,0.43679260,0.00000000
0.74999998,443.17480000,0.43679260,-0.39370070
0.75999998,439.20700000,0.42882630,0.00000000
0.76999998,431.30220000,0.42882630,-0.78893940
0.77999998,439.20700000,0.42882630,0.00000000
0.78999998,439.20700000,0.43679260,0.39370070
0.79999998,439.20700000,0.42882630,-0.78893940
0.80999998,435.25460000,0.42882630,0.00000000
0.81999998,435.25460000,0.42882630,-1.18417800
0.82999998,439.20700000,0.42882630,-0.39370070
0.83999998,439.20700000,0.42882630,0.39370070
0.84999998,435.25460000,0.42882630,0.78893940
0.85999998,435.25460000,0.42882630,-0.78893940
0.86999998,439.20700000,0.42882630,2.36835600
0.87999998,439.20700000,0.42882630,-0.78893940
0.88999998,431.30220000,0.42882630,-0.39370070
0.89999998,435.25460000,0.42882630,0.78893940
0.90999998,435.25460000,0.42882630,-0.39370070
0.91999998,435.25460000,0.42882630,0.00000000
0.92999998,435.25460000,0.42882630,-0.39370070
0.93999998,439.20700000,0.42882630,-0.39370070
0.94999998,435.25460000,0.42882630,0.39370070
0.95999998,439.20700000,0.42882630,-0.78893940
0.96999998,435.25460000,0.42882630,1.18417800
0.97999998,439.20700000,0.42882630,-0.39370070
0.98999998,435.25460000,0.42882630,0.00000000
0.99999998,439.20700000,0.42882630,0.39370070
1.00999998,435.25460000,0.42882630,-0.78893940
1.01999998,431.30220000,0.42882630,-0.78893940
1.02999998,435.25460000,0.42882630,0.00000000
