"","Channel A Ave. (mV)","Channel B Ave. (mV)","Channel C Ave. (mV)","Channel D Ave. (mV)"
"00:00:00.000","70.559","39.399","156.621","243.324"
"00:00:00.001","74.480","39.399","156.621","243.324"
"00:00:00.002","78.402","39.399","152.715","243.324"
"00:00:00.003","78.402","39.399","152.715","243.324"
"00:00:00.004","78.402","39.399","156.621","243.324"
"00:00:00.005","74.480","39.399","156.621","243.324"
"00:00:00.006","74.480","39.399","156.621","243.324"
"00:00:00.007","74.480","39.399","156.621","243.324"
"00:00:00.008","70.559","39.399","156.621","243.324"
"00:00:00.009","74.480","39.399","156.621","243.324"
"00:00:00.010","78.402","39.399","156.621","243.324"
"00:00:00.011","78.402","39.399","156.621","243.324"
"00:00:00.012","74.480","39.399","152.715","243.324"
"00:00:00.013","74.480","39.399","152.715","243.324"
"00:00:00.014","74.480","39.399","156.621","243.324"
"00:00:00.015","74.480","39.399","156.621","243.324"
"00:00:00.016","74.480","39.399","156.621","243.324"
"00:00:00.017","70.559","39.399","156.621","243.324"
"00:00:00.018","74.480","43.336","156.621","243.324"
"00:00:00.019","74.480","43.336","156.621","243.324"
"00:00:00.020","74.480","39.399","156.621","243.324"
"00:00:00.021","78.402","39.399","156.621","243.324"
"00:00:00.022","78.402","39.399","156.621","243.324"
"00:00:00.023","78.402","39.399","156.621","243.324"
"00:00:00.024","78.402","39.399","156.621","243.324"
"00:00:00.025","74.480","39.399","156.621","243.324"
"00:00:00.026","74.480","39.399","156.621","243.324"
"00:00:00.027","74.480","39.399","156.621","243.324"
"00:00:00.028","74.480","39.399","156.621","243.324"
"00:00:00.029","78.402","39.399","156.621","243.324"
"00:00:00.030","74.480","39.399","156.621","243.324"
"00:00:00.031","70.559","39.399","156.621","243.324"
"00:00:00.032","74.480","43.336","156.621","243.324"
"00:00:00.033","78.402","47.273","156.621","243.324"
"00:00:00.034","74.480","43.336","156.621","243.324"
"00:00:00.035","74.480","43.336","156.621","243.324"
"00:00:00.036","78.402","43.336","156.621","243.324"
"00:00:00.037","74.480","39.399","156.621","243.324"
"00:00:00.038","74.480","39.399","156.621","243.324"
"00:00:00.039","78.402","39.399","156.621","243.324"
"00:00:00.040","78.402","39.399","152.715","243.324"
"00:00:00.041","74.480","39.399","152.715","243.324"
"00:00:00.042","74.480","39.399","156.621","243.324"
"00:00:00.043","78.402","39.399","156.621","243.324"
"00:00:00.044","78.402","43.336","156.621","243.324"
"00:00:00.045","78.402","43.336","156.621","243.324"
"00:00:00.046","74.480","39.399","156.621","243.324"
"00:00:00.047","74.480","39.399","156.621","243.324"
"00:00:00.048","78.402","39.399","156.621","243.324"
"00:00:00.049","74.480","43.336","156.621","243.324"
"00:00:00.050","74.480","43.336","156.621","243.324"
"00:00:00.051","78.402","39.399","156.621","243.324"
"00:00:00.052","78.402","39.399","156.621","243.324"
"00:00:00.053","74.480","39.399","156.621","243.324"
"00:00:00.054","74.480","39.399","156.621","243.324"
"00:00:00.055","78.402","39.399","156.621","243.324"
"00:00:00.056","78.402","39.399","156.621","243.324"
"00:00:00.057","74.480","39.399","152.715","243.324"
"00:00:00.058","74.480","39.399","152.715","243.324"
"00:00:00.059","74.480","39.399","156.621","243.324"
"00:00:00.060","74.480","39.399","156.621","243.324"
"00:00:00.061","78.402","39.399","156.621","243.324"
"00:00:00.062","74.480","39.399","156.621","243.324"
"00:00:00.063","74.480","39.399","156.621","243.324"
"00:00:00.064","74.480","39.399","156.621","243.324"
"00:00:00.065","74.480","39.399","156.621","243.324"
"00:00:00.066","78.402","39.399","156.621","243.324"
"00:00:00.067","74.480","39.399","156.621","243.324"
"00:00:00.068","74.480","39.399","156.621","243.324"
"00:00:00.069","78.402","39.399","156.621","243.324"
"00:00:00.070","78.402","39.399","156.621","243.324"
"00:00:00.071","78.402","39.399","156.621","243.324"
"00:00:00.072","78.402","39.399","156.621","243.324"
"00:00:00.073","74.480","39.399","156.621","243.324"
"00:00:00.074","70.559","43.336","156.621","243.324"
"00:00:00.075","74.480","43.336","156.621","243.324"
"00:00:00.076","78.402","39.399","156.621","243.324"
"00:00:00.077","78.402","43.336","156.621","243.324"
"00:00:00.078","74.480","43.336","156.621","243.324"
"00:00:00.079","74.480","39.399","156.621","243.324"
"00:00:00.080","74.480","39.399","156.621","243.324"
"00:00:00.081","70.559","43.336","152.715","243.324"
"00:00:00.082","70.559","43.336","152.715","243.324"
"00:00:00.083","74.480","39.399","156.621","243.324"
"00:00:00.084","74.480","39.399","156.621","243.324"
"00:00:00.085","70.559","39.399","156.621","243.324"
"00:00:00.086","74.480","39.399","152.715","243.324"
"00:00:00.087","74.480","39.399","152.715","243.324"
"00:00:00.088","74.480","43.336","156.621","243.324"
"00:00:00.089","74.480","47.273","156.621","243.324"
"00:00:00.090","70.559","47.273","156.621","243.324"
"00:00:00.091","74.480","43.336","156.621","243.324"
"00:00:00.092","78.402","39.399","156.621","243.324"
"00:00:00.093","78.402","39.399","156.621","243.324"
"00:00:00.094","78.402","39.399","156.621","243.324"
"00:00:00.095","78.402","39.399","156.621","243.324"
"00:00:00.096","78.402","39.399","152.715","243.324"
"00:00:00.097","78.402","39.399","152.715","243.324"
"00:00:00.098","78.402","39.399","156.621","243.324"
"00:00:00.099","74.480","39.399","156.621","243.324"
