"","Channel A Ave. (mV)","Channel B Ave. (mV)","Channel C Ave. (mV)","Channel D Ave. (mV)"
"00:00:00.000","-165.067","-187.020","49.348","77.862"
"00:00:00.001","-164.283","-186.233","49.348","77.862"
"00:00:00.002","-163.498","-185.446","49.348","77.862"
"00:00:00.003","-162.714","-184.658","49.348","77.862"
"00:00:00.004","-161.930","-183.871","49.348","77.862"
"00:00:00.005","-161.145","-183.084","49.348","77.862"
"00:00:00.006","-160.361","-182.296","49.348","77.862"
"00:00:00.007","-159.577","-181.509","49.348","77.862"
"00:00:00.008","-158.792","-180.721","49.348","77.862"
"00:00:00.009","-158.008","-179.934","49.348","77.862"
"00:00:00.010","-157.224","-179.147","49.348","77.862"
"00:00:00.011","-156.439","-178.359","49.348","77.862"
"00:00:00.012","-155.655","-177.572","49.348","77.862"
"00:00:00.013","-154.871","-176.785","49.348","77.862"
"00:00:00.014","-154.086","-175.997","49.348","77.862"
"00:00:00.015","-153.302","-175.210","49.348","77.862"
"00:00:00.016","-152.518","-174.422","49.348","77.862"
"00:00:00.017","-151.733","-173.635","49.348","77.862"
"00:00:00.018","-150.949","-172.848","49.348","77.862"
"00:00:00.019","-150.165","-172.060","49.348","77.862"
"00:00:00.020","-149.380","-171.273","49.348","77.862"
"00:00:00.021","-148.596","-170.486","49.348","77.862"
"00:00:00.022","-147.812","-169.698","49.348","77.862"
"00:00:00.023","-147.027","-168.911","49.348","77.862"
"00:00:00.024","-146.243","-168.123","49.348","77.862"
"00:00:00.025","-145.459","-167.336","49.348","77.862"
"00:00:00.026","-144.675","-166.549","49.348","77.862"
"00:00:00.027","-143.890","-165.761","49.348","77.862"
"00:00:00.028","-143.106","-164.974","49.348","77.862"
"00:00:00.029","-142.322","-164.187","49.348","77.862"
"00:00:00.030","-141.537","-163.399","49.348","77.862"
"00:00:00.031","-140.753","-162.612","49.348","77.862"
"00:00:00.032","-139.969","-161.824","49.348","77.862"
"00:00:00.033","-139.184","-161.037","49.348","77.862"
"00:00:00.034","-138.400","-160.250","49.348","77.862"
"00:00:00.035","-137.616","-159.462","49.348","77.862"
"00:00:00.036","-136.831","-158.675","49.348","77.862"
"00:00:00.037","-136.047","-157.888","49.348","77.862"
"00:00:00.038","-135.263","-157.100","49.348","77.862"
"00:00:00.039","-134.478","-156.313","49.348","77.862"
"00:00:00.040","-133.694","-155.525","49.348","77.862"
"00:00:00.041","-132.910","-154.738","49.348","77.862"
"00:00:00.042","-132.125","-153.951","49.348","77.862"
"00:00:00.043","-131.341","-153.163","49.348","77.862"
"00:00:00.044","-130.557","-152.376","49.348","77.862"
"00:00:00.045","-129.772","-151.588","49.348","77.862"
"00:00:00.046","-128.988","-150.801","49.348","77.862"
"00:00:00.047","-128.204","-150.014","49.348","77.862"
"00:00:00.048","-127.419","-149.226","49.348","77.862"
"00:00:00.049","-126.635","-148.439","49.348","77.862"
"00:00:00.050","-125.851","-147.652","49.348","77.862"
"00:00:00.051","-125.066","-146.864","49.348","77.862"
"00:00:00.052","-123.890","-145.683","49.348","77.862"
"00:00:00.053","-123.498","-145.289","49.348","77.862"
"00:00:00.054","-122.713","-144.502","49.348","77.862"
"00:00:00.055","-121.929","-143.715","49.348","77.862"
"00:00:00.056","-121.145","-142.927","49.348","77.862"
"00:00:00.057","-120.360","-142.140","49.348","77.862"
