Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:07:32.09;0.00:00:00:063;-0.73;0.64;0.25;0.1731;-0.1331;0.1158;0.04568;69.49;7.26;105.28;26.39;101.92;0.1731;0.1822;-0.009141;-7.617;-7.394;-99.990;0.13;21.53;
2023-05-05 15:07:32.15;0.00:00:00:121;-0.73;0.64;0.25;0.1733;-0.1334;0.1163;0.04558;69.47;7.22;105.45;26.30;102.12;0.1733;0.1828;-0.009451;-7.612;-7.381;-99.990;0.13;21.41;
2023-05-05 15:07:32.20;0.00:00:00:173;-0.73;0.64;0.25;0.1734;-0.1336;0.1161;0.04575;69.51;7.24;105.49;26.39;102.13;0.1734;0.1829;-0.00951;-7.611;-7.379;-99.990;0.13;21.50;
2023-05-05 15:07:32.24;0.00:00:00:220;-0.73;0.64;0.25;0.1733;-0.1334;0.116;0.04553;69.49;7.22;105.34;26.27;102.01;0.1733;0.1825;-0.009245;-7.612;-7.387;-99.990;0.13;21.43;
2023-05-05 15:07:32.29;0.00:00:00:267;-0.73;0.64;0.25;0.1734;-0.1333;0.1162;0.0457;69.46;7.25;105.31;26.35;101.96;0.1734;0.1827;-0.009204;-7.608;-7.384;-99.990;0.14;21.47;
2023-05-05 15:07:32.34;0.00:00:00:314;-0.73;0.64;0.25;0.1735;-0.1331;0.1165;0.04551;69.40;7.22;105.26;26.23;101.94;0.1735;0.1826;-0.00913;-7.607;-7.385;-99.990;0.14;21.34;
2023-05-05 15:07:32.38;0.00:00:00:361;-0.73;0.64;0.25;0.1732;-0.1337;0.1161;0.04559;69.51;7.22;105.52;26.32;102.18;0.1732;0.1828;-0.009561;-7.614;-7.380;-99.990;0.13;21.44;
2023-05-05 15:07:32.43;0.00:00:00:408;-0.73;0.64;0.25;0.1732;-0.1334;0.116;0.0456;69.49;7.23;105.43;26.33;102.09;0.1732;0.1826;-0.009404;-7.615;-7.386;-99.990;0.13;21.45;
2023-05-05 15:07:32.48;0.00:00:00:454;-0.73;0.64;0.25;0.1731;-0.1337;0.1163;0.04557;69.48;7.21;105.68;26.32;102.35;0.1731;0.183;-0.009828;-7.616;-7.376;-99.990;0.13;21.39;
2023-05-05 15:07:32.53;0.00:00:00:501;-0.73;0.64;0.25;0.1732;-0.1334;0.1161;0.04556;69.48;7.22;105.48;26.31;102.15;0.1732;0.1827;-0.009492;-7.615;-7.383;-99.990;0.13;21.42;
2023-05-05 15:07:32.57;0.00:00:00:550;-0.73;0.64;0.25;0.1729;-0.1332;0.1158;0.04552;69.50;7.23;105.43;26.32;102.09;0.1729;0.1823;-0.009384;-7.622;-7.392;-99.990;0.13;21.46;
2023-05-05 15:07:32.62;0.00:00:00:600;-0.73;0.64;0.25;0.1733;-0.1331;0.1163;0.04562;69.42;7.24;105.35;26.33;102.01;0.1733;0.1826;-0.009268;-7.612;-7.386;-99.990;0.14;21.42;
2023-05-05 15:07:32.67;0.00:00:00:647;-0.73;0.64;0.25;0.1734;-0.1334;0.1164;0.04574;69.44;7.25;105.42;26.38;102.06;0.1734;0.1828;-0.009391;-7.609;-7.380;-99.990;0.14;21.46;
2023-05-05 15:07:32.72;0.00:00:00:694;-0.73;0.64;0.25;0.1735;-0.1335;0.1165;0.04578;69.45;7.24;105.49;26.39;102.13;0.1735;0.183;-0.009519;-7.608;-7.376;-99.990;0.14;21.46;
2023-05-05 15:07:32.76;0.00:00:00:740;-0.73;0.64;0.25;0.1732;-0.1333;0.1162;0.04555;69.46;7.22;105.45;26.30;102.12;0.1732;0.1826;-0.009448;-7.615;-7.384;-99.990;0.13;21.40;
2023-05-05 15:07:32.81;0.00:00:00:788;-0.73;0.64;0.25;0.1733;-0.1336;0.1163;0.04553;69.48;7.21;105.55;26.27;102.23;0.1733;0.1829;-0.009616;-7.612;-7.378;-99.990;0.13;21.38;
2023-05-05 15:07:32.86;0.00:00:00:834;-0.73;0.64;0.25;0.1735;-0.1336;0.1163;0.04567;69.49;7.23;105.46;26.33;102.12;0.1735;0.1829;-0.009467;-7.608;-7.377;-99.990;0.13;21.44;
2023-05-05 15:07:32.91;0.00:00:00:881;-0.73;0.64;0.25;0.1733;-0.1335;0.1163;0.0456;69.47;7.22;105.48;26.31;102.15;0.1733;0.1828;-0.009506;-7.612;-7.380;-99.990;0.13;21.41;
2023-05-05 15:07:32.95;0.00:00:00:928;-0.73;0.64;0.25;0.1734;-0.1334;0.1163;0.04559;69.46;7.22;105.39;26.29;102.06;0.1734;0.1828;-0.009353;-7.609;-7.380;-99.990;0.14;21.40;
2023-05-05 15:07:33.00;0.00:00:00:975;-0.73;0.64;0.25;0.1734;-0.1334;0.1163;0.0457;69.46;7.24;105.41;26.36;102.06;0.1734;0.1828;-0.009384;-7.610;-7.381;-99.990;0.14;21.45;
2023-05-05 15:07:33.05;0.00:00:01:022;-0.73;0.64;0.25;0.1735;-0.1332;0.1166;0.04555;69.41;7.21;105.36;26.25;102.04;0.1735;0.1828;-0.009299;-7.607;-7.380;-99.990;0.14;21.34;
