Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:31:12.11;0.00:00:00:050;-0.48;0.86;-0.18;0.04148;-0.02135;0.03811;-0.008168;59.63;-5.30;107.13;19.69;105.31;0.04148;0.04444;-0.002959;-13.822;-13.523;-99.990;0.26;-12.10;
2023-05-05 15:31:12.16;0.00:00:00:099;-0.48;0.86;-0.18;0.04143;-0.02144;0.03817;-0.008142;59.66;-5.27;107.49;19.65;105.68;0.04143;0.04453;-0.003102;-13.827;-13.513;-99.990;0.26;-12.04;
2023-05-05 15:31:12.21;0.00:00:00:150;-0.48;0.86;-0.18;0.04154;-0.02152;0.03807;-0.008227;59.74;-5.33;107.12;19.81;105.27;0.04154;0.04449;-0.002958;-13.816;-13.517;-99.990;0.26;-12.20;
2023-05-05 15:31:12.27;0.00:00:00:209;-0.48;0.86;-0.18;0.04148;-0.0214;0.03815;-0.008201;59.64;-5.31;107.31;19.77;105.47;0.04148;0.04451;-0.003031;-13.822;-13.516;-99.990;0.26;-12.13;
2023-05-05 15:31:12.32;0.00:00:00:256;-0.48;0.86;-0.18;0.04146;-0.02143;0.03814;-0.00814;59.66;-5.27;107.34;19.63;105.53;0.04146;0.0445;-0.003044;-13.824;-13.516;-99.990;0.26;-12.05;
2023-05-05 15:31:12.36;0.00:00:00:304;-0.48;0.86;-0.18;0.04145;-0.02142;0.038;-0.008175;59.70;-5.31;107.07;19.72;105.24;0.04145;0.04438;-0.00293;-13.825;-13.528;-99.990;0.26;-12.14;
2023-05-05 15:31:12.41;0.00:00:00:349;-0.48;0.86;-0.18;0.04145;-0.02131;0.0381;-0.008217;59.61;-5.33;107.19;19.83;105.34;0.04145;0.04443;-0.00298;-13.825;-13.524;-99.990;0.26;-12.17;
2023-05-05 15:31:12.47;0.00:00:00:411;-0.48;0.86;-0.18;0.04146;-0.02137;0.038;-0.008132;59.68;-5.28;106.98;19.62;105.16;0.04146;0.04435;-0.002893;-13.824;-13.531;-99.990;0.26;-12.08;
2023-05-05 15:31:12.52;0.00:00:00:458;-0.48;0.86;-0.18;0.04144;-0.02143;0.03801;-0.008196;59.71;-5.32;107.13;19.78;105.29;0.04144;0.0444;-0.002954;-13.825;-13.526;-99.990;0.26;-12.17;
2023-05-05 15:31:12.57;0.00:00:00:508;-0.48;0.86;-0.18;0.04148;-0.02142;0.03805;-0.008198;59.69;-5.32;107.09;19.76;105.26;0.04148;0.04443;-0.002943;-13.821;-13.523;-99.990;0.26;-12.16;
2023-05-05 15:31:12.62;0.00:00:00:556;-0.48;0.86;-0.18;0.04145;-0.02136;0.0381;-0.008199;59.64;-5.32;107.22;19.78;105.38;0.04145;0.04444;-0.002994;-13.825;-13.522;-99.990;0.26;-12.14;
