"","Channel A Ave. (mV)","Channel B Ave. (mV)","Channel C Ave. (mV)","Channel D Ave. (mV)"
"00:00:00.116","4.709","-44.096","59.081","58.199"
"00:00:00.117","4.709","-42.521","58.300","58.199"
"00:00:00.118","4.709","-40.947","57.518","58.199"
"00:00:00.119","4.709","-39.372","56.737","58.199"
"00:00:00.120","4.709","-37.797","55.956","58.199"
"00:00:00.121","4.709","-36.222","55.174","58.199"
"00:00:00.122","4.709","-34.648","54.393","58.199"
"00:00:00.123","4.709","-33.073","53.612","58.199"
"00:00:00.124","4.709","-31.498","52.831","58.199"
"00:00:00.125","4.709","-29.923","52.049","58.199"
"00:00:00.126","4.709","-28.349","51.268","58.199"
"00:00:00.127","4.709","-26.774","50.487","58.199"
"00:00:00.128","4.709","-25.199","49.705","58.199"
"00:00:00.129","4.709","-23.624","48.924","58.199"
"00:00:00.130","4.709","-22.050","48.143","58.199"
"00:00:00.131","4.709","-20.475","47.362","58.199"
"00:00:00.132","4.709","-18.900","46.580","58.199"
"00:00:00.133","4.709","-17.325","45.799","58.199"
"00:00:00.134","4.709","-15.751","45.018","58.199"
"00:00:00.135","4.709","-14.176","44.237","58.199"
"00:00:00.136","4.709","-12.601","43.455","58.199"
"00:00:00.137","4.709","-11.026","42.674","58.199"
"00:00:00.138","4.709","-9.452","41.893","58.199"
"00:00:00.139","4.709","-7.877","41.111","58.199"
"00:00:00.140","4.709","-6.302","40.330","58.199"
"00:00:00.141","4.709","-4.727","39.549","58.199"
"00:00:00.142","4.709","-3.153","38.768","58.199"
"00:00:00.143","4.709","-1.578","37.986","58.199"
"00:00:00.144","4.709","-0.003","37.205","58.199"
"00:00:00.145","4.709","1.572","36.424","58.199"
"00:00:00.146","4.709","1.572","36.424","58.199"
"00:00:00.147","4.709","0.392","37.207","58.199"
"00:00:00.148","4.709","0.392","37.207","58.199"
"00:00:00.149","4.709","1.178","36.814","58.199"
"00:00:00.150","4.709","1.572","37.207","58.199"
"00:00:00.151","4.709","1.572","37.207","58.199"
"00:00:00.152","4.709","1.965","36.814","58.199"
"00:00:00.153","4.709","1.180","36.814","58.199"
"00:00:00.154","4.709","0.392","36.814","58.199"
"00:00:00.155","4.709","0.784","37.207","58.592"
"00:00:00.156","4.709","0.392","37.207","58.592"
"00:00:00.157","4.709","0","36.814","57.805"
"00:00:00.158","5.101","0.392","36.814","57.805"
"00:00:00.159","5.101","1.178","36.814","58.199"
"00:00:00.160","4.709","0.786","36.814","58.199"
"00:00:00.161","4.709","1.180","36.814","58.199"
"00:00:00.162","4.709","1.572","36.814","58.199"
"00:00:00.163","4.709","0.392","36.814","58.199"
"00:00:00.164","4.709","0.392","37.207","58.592"
"00:00:00.165","4.709","0.784","37.207","58.592"
"00:00:00.166","4.709","0.784","36.814","58.199"
"00:00:00.167","4.709","0.784","36.814","57.805"
"00:00:00.168","5.101","0.784","37.207","57.805"
"00:00:00.169","5.101","1.572","37.207","58.199"
"00:00:00.170","4.315","1.965","36.814","58.199"
"00:00:00.171","4.315","1.572","36.814","58.199"
"00:00:00.172","4.709","0.786","36.814","57.805"
"00:00:00.173","4.709","0.392","36.814","57.805"
"00:00:00.174","4.709","1.572","36.814","58.199"
"00:00:00.175","4.709","2.359","36.814","58.199"
"00:00:00.176","4.709","1.180","36.814","57.805"
"00:00:00.177","4.709","1.180","36.814","57.805"
"00:00:00.178","4.709","1.572","36.814","58.199"
"00:00:00.179","4.709","0.784","36.814","58.199"
"00:00:00.180","5.101","0","36.814","57.805"
"00:00:00.181","5.101","0.394","36.814","57.805"
"00:00:00.182","4.709","1.965","36.814","58.199"
"00:00:00.183","4.709","0.787","36.814","58.199"
"00:00:00.184","4.709","0.394","36.814","58.199"
"00:00:00.185","4.709","1.965","36.814","58.199"
"00:00:00.186","4.709","1.572","36.814","58.199"
"00:00:00.187","4.709","0.392","36.814","58.199"
"00:00:00.188","5.101","0","36.814","58.199"
"00:00:00.189","5.101","0.786","36.814","58.199"
"00:00:00.190","4.709","2.359","36.814","57.805"
"00:00:00.191","5.101","0.787","36.814","57.805"
"00:00:00.192","5.101","-0.394","36.814","58.199"
"00:00:00.193","4.709","-0.394","36.814","58.199"
"00:00:00.194","5.101","-0.394","36.814","58.199"
"00:00:00.195","4.707","0.784","36.814","58.199"
"00:00:00.196","4.315","0.392","36.814","58.199"
"00:00:00.197","4.709","1.180","36.814","57.805"
"00:00:00.198","4.709","1.965","36.814","57.805"
"00:00:00.199","4.709","1.965","36.814","58.199"
"00:00:00.200","4.709","2.359","36.814","58.199"
"00:00:00.201","4.709","2.753","36.814","58.199"
"00:00:00.202","4.709","1.573","36.814","58.199"
"00:00:00.203","5.101","1.180","36.814","57.805"
"00:00:00.204","5.101","1.572","36.814","57.411"
"00:00:00.205","4.709","1.178","36.814","57.411"
"00:00:00.206","4.709","1.178","36.424","57.411"
"00:00:00.207","5.101","0.392","36.424","57.411"
"00:00:00.208","5.101","1.180","36.814","57.411"
"00:00:00.209","4.709","1.572","36.814","57.805"
"00:00:00.210","4.709","0.784","36.814","58.199"
"00:00:00.211","4.709","0.392","36.814","58.199"
"00:00:00.212","4.315","0.392","36.424","58.199"
"00:00:00.213","4.315","1.572","36.424","58.199"
"00:00:00.214","4.709","1.180","36.814","58.199"
"00:00:00.215","5.101","0.786","36.424","57.805"
"00:00:00.216","5.493","1.572","36.424","57.805"
"00:00:00.217","5.101","1.965","36.424","57.805"
"00:00:00.218","5.101","1.572","36.424","57.805"
"00:00:00.219","5.101","0.784","36.814","58.199"
"00:00:00.220","4.315","1.572","36.814","58.199"
"00:00:00.221","4.315","1.572","36.814","58.199"
"00:00:00.222","4.709","1.178","36.814","57.805"
"00:00:00.223","4.315","1.965","36.814","57.411"
"00:00:00.224","4.315","1.572","36.814","57.805"
"00:00:00.225","4.709","1.178","36.814","58.199"
"00:00:00.226","4.709","1.178","37.207","58.592"
"00:00:00.227","4.709","0.392","37.207","58.199"
"00:00:00.228","4.709","0.786","36.814","57.805"
"00:00:00.229","5.101","1.572","36.814","58.199"
"00:00:00.230","5.493","1.178","36.814","58.199"
"00:00:00.231","5.493","1.178","36.814","57.805"
"00:00:00.232","4.707","1.965","36.814","57.805"
"00:00:00.233","4.315","1.572","36.424","58.199"
"00:00:00.234","5.101","0.392","36.424","58.199"
"00:00:00.235","5.101","-0.786","36.814","58.199"
"00:00:00.236","4.709","0","36.814","58.199"
"00:00:00.237","4.315","1.572","36.814","58.199"
"00:00:00.238","4.315","0.786","36.814","57.805"
"00:00:00.239","5.101","1.573","36.814","57.411"
"00:00:00.240","5.101","2.359","36.814","57.805"
"00:00:00.241","4.709","0.786","37.207","58.592"
"00:00:00.242","4.709","1.180","37.207","58.592"
"00:00:00.243","4.709","1.572","36.814","58.199"
"00:00:00.244","4.709","1.572","36.814","58.199"
"00:00:00.245","4.315","1.965","36.814","57.805"
"00:00:00.246","4.315","0.786","36.814","57.805"
"00:00:00.247","4.709","0.786","36.814","58.199"
"00:00:00.248","4.709","1.965","36.814","57.805"
"00:00:00.249","4.709","1.180","36.814","57.805"
"00:00:00.250","4.709","0.392","36.814","57.805"
"00:00:00.251","4.709","1.178","36.814","57.411"
"00:00:00.252","5.101","2.359","36.814","57.805"
"00:00:00.253","5.101","2.359","36.424","57.805"
"00:00:00.254","4.709","1.572","36.424","57.805"
"00:00:00.255","5.101","1.178","36.814","58.199"
"00:00:00.256","5.101","1.178","36.814","58.199"
"00:00:00.257","4.709","1.178","37.207","58.199"
"00:00:00.258","4.315","1.178","37.599","58.199"
"00:00:00.259","4.315","1.178","37.207","58.199"
"00:00:00.260","4.315","1.178","36.814","58.199"
"00:00:00.261","4.315","1.178","36.814","58.592"
"00:00:00.262","4.709","0.392","36.814","58.199"
"00:00:00.263","4.709","0","36.814","57.805"
"00:00:00.264","4.315","1.180","36.814","58.199"
"00:00:00.265","4.315","1.180","36.814","58.199"
"00:00:00.266","4.709","0.786","36.814","58.199"
"00:00:00.267","4.315","1.178","36.424","57.805"
"00:00:00.268","4.315","0.392","36.424","57.411"
"00:00:00.269","5.101","0.786","36.814","57.805"
"00:00:00.270","5.101","1.572","36.814","58.199"
"00:00:00.271","4.315","1.572","36.424","57.805"
"00:00:00.272","4.315","1.965","36.033","57.411"
"00:00:00.273","4.709","1.965","36.033","57.411"
"00:00:00.274","4.709","1.965","36.424","57.805"
"00:00:00.275","4.709","1.180","36.814","58.199"
"00:00:00.276","4.709","0.392","36.814","57.805"
"00:00:00.277","4.315","1.572","36.814","58.199"
"00:00:00.278","4.315","1.965","36.814","58.199"
"00:00:00.279","4.709","1.965","36.814","57.805"
"00:00:00.280","4.709","1.572","36.814","58.199"
"00:00:00.281","4.709","0","36.814","58.199"
"00:00:00.282","4.709","0","36.814","58.199"
"00:00:00.283","4.709","0.784","36.814","58.199"
"00:00:00.284","4.709","0.784","36.814","58.199"
"00:00:00.285","4.709","0.784","36.814","57.805"
"00:00:00.286","5.101","0.784","36.814","57.805"
"00:00:00.287","5.101","1.178","36.814","57.805"
"00:00:00.288","4.709","1.178","36.814","57.411"
"00:00:00.289","4.709","0.784","36.814","57.411"
"00:00:00.290","4.315","0.392","36.424","57.411"
"00:00:00.291","4.315","0.392","36.424","57.411"
"00:00:00.292","4.709","0.784","36.814","57.805"
"00:00:00.293","4.709","0.784","36.814","57.805"
"00:00:00.294","4.315","1.178","37.207","57.805"
"00:00:00.295","4.315","1.178","37.207","58.199"
"00:00:00.296","4.709","1.178","36.814","57.805"
"00:00:00.297","4.315","1.178","36.814","57.411"
"00:00:00.298","4.315","1.178","36.814","57.805"
"00:00:00.299","4.709","1.178","36.814","57.805"
"00:00:00.300","4.709","1.178","36.814","57.805"
"00:00:00.301","4.709","1.965","36.814","58.199"
"00:00:00.302","4.709","2.359","36.424","57.805"
"00:00:00.303","4.709","3.146","36.424","57.805"
"00:00:00.304","4.709","1.967","36.814","58.199"
"00:00:00.305","4.709","1.180","36.814","58.199"
"00:00:00.306","4.709","1.965","36.814","57.805"
"00:00:00.307","5.101","0.786","36.814","57.805"
"00:00:00.308","5.101","0.786","36.814","58.199"
"00:00:00.309","4.709","1.178","36.814","58.199"
"00:00:00.310","4.709","0.784","36.814","58.199"
"00:00:00.311","4.709","0.392","36.424","57.805"
"00:00:00.312","4.709","1.573","36.424","57.805"
"00:00:00.313","4.709","2.753","36.424","58.199"
"00:00:00.314","4.709","1.180","36.033","57.805"
"00:00:00.315","4.709","0.786","36.424","57.805"
"00:00:00.316","4.709","1.178","36.814","58.199"
"00:00:00.317","4.315","0.784","36.814","58.199"
"00:00:00.318","4.315","0.392","36.814","58.199"
"00:00:00.319","4.709","0.786","36.424","57.805"
"00:00:00.320","4.709","1.572","36.424","57.411"
"00:00:00.321","4.709","1.178","36.814","57.411"
"00:00:00.322","4.709","1.572","36.814","57.805"
"00:00:00.323","4.315","2.359","37.207","58.199"
"00:00:00.324","4.315","1.965","37.207","58.199"
"00:00:00.325","4.709","1.178","36.814","58.199"
"00:00:00.326","5.101","1.178","36.814","57.805"
"00:00:00.327","4.707","1.965","36.814","57.805"
"00:00:00.328","4.707","1.965","36.424","57.805"
"00:00:00.329","5.101","1.178","36.424","57.805"
"00:00:00.330","4.709","1.572","36.814","58.199"
"00:00:00.331","4.315","1.965","36.814","57.805"
"00:00:00.332","4.707","1.572","36.424","57.411"
"00:00:00.333","5.101","1.178","36.424","57.411"
"00:00:00.334","4.709","0.392","36.814","57.411"
"00:00:00.335","4.709","0.392","36.814","57.411"
"00:00:00.336","5.101","1.178","36.814","57.805"
"00:00:00.337","5.101","1.572","36.814","58.199"
"00:00:00.338","4.709","1.178","36.814","57.805"
"00:00:00.339","4.709","1.178","36.814","57.411"
"00:00:00.340","4.315","1.572","36.814","57.805"
"00:00:00.341","4.315","1.572","36.814","58.199"
"00:00:00.342","4.709","1.178","36.814","58.199"
"00:00:00.343","4.709","0.392","36.814","58.199"
"00:00:00.344","4.709","0.392","36.814","58.199"
"00:00:00.345","4.709","0.392","36.814","58.199"
"00:00:00.346","5.101","0.392","36.814","58.199"
"00:00:00.347","5.493","1.572","36.814","58.199"
"00:00:00.348","5.101","1.572","36.814","57.805"
"00:00:00.349","4.709","1.178","36.814","57.805"
"00:00:00.350","4.315","1.965","36.814","58.199"
"00:00:00.351","4.315","1.572","36.424","57.805"
"00:00:00.352","4.315","1.572","36.424","57.411"
"00:00:00.353","4.315","1.572","36.814","57.805"
"00:00:00.354","4.709","0.784","36.814","58.199"
"00:00:00.355","4.709","1.178","36.814","57.805"
"00:00:00.356","4.315","1.572","36.814","57.805"
"00:00:00.357","4.315","1.572","36.814","58.199"
"00:00:00.358","4.315","1.572","36.814","57.805"
"00:00:00.359","4.315","1.178","36.424","57.411"
"00:00:00.360","4.709","0.392","36.033","57.411"
"00:00:00.361","4.709","0.392","36.424","57.411"
"00:00:00.362","4.709","0.392","36.814","57.411"
"00:00:00.363","4.709","-0.392","36.814","57.805"
"00:00:00.364","5.101","-0.392","36.814","57.805"
"00:00:00.365","5.101","0.392","36.424","57.411"
"00:00:00.366","4.709","1.572","36.033","57.805"
"00:00:00.367","4.709","2.359","36.424","58.199"
"00:00:00.368","4.315","2.753","36.814","58.199"
"00:00:00.369","4.315","1.573","36.814","57.805"
"00:00:00.370","4.709","0.786","36.424","57.411"
"00:00:00.371","4.709","1.965","36.424","57.805"
"00:00:00.372","4.709","1.572","36.814","58.199"
"00:00:00.373","4.709","0.784","36.814","57.805"
"00:00:00.374","4.709","1.178","36.814","57.411"
"00:00:00.375","4.315","1.965","36.814","57.411"
"00:00:00.376","4.315","1.180","36.814","57.411"
"00:00:00.377","4.709","0.786","36.814","57.805"
"00:00:00.378","4.315","1.178","36.814","58.199"
"00:00:00.379","4.315","0.784","36.814","57.805"
"00:00:00.380","5.101","1.965","36.814","57.411"
"00:00:00.381","5.101","0.787","36.814","57.805"
"00:00:00.382","4.709","-0.394","36.814","58.199"
"00:00:00.383","4.709","1.178","36.814","58.199"
"00:00:00.384","4.709","1.572","37.207","58.199"
"00:00:00.385","4.709","1.965","37.207","57.805"
"00:00:00.386","4.709","1.965","36.814","57.805"
"00:00:00.387","4.709","1.178","36.424","57.805"
"00:00:00.388","4.709","0","36.424","57.805"
"00:00:00.389","4.709","-0.392","36.814","58.199"
"00:00:00.390","4.709","0.786","36.814","58.199"
"00:00:00.391","4.709","1.178","36.814","58.199"
"00:00:00.392","4.315","0.392","36.814","58.199"
"00:00:00.393","4.315","0.392","36.814","58.199"
"00:00:00.394","5.101","0","36.814","58.199"
"00:00:00.395","5.101","0","36.814","58.199"
"00:00:00.396","4.709","0.784","36.814","58.199"
"00:00:00.397","4.709","0.392","36.814","57.805"
"00:00:00.398","5.101","0.392","36.814","57.805"
"00:00:00.399","5.101","1.178","36.814","58.199"
"00:00:00.400","4.709","1.572","36.814","58.199"
"00:00:00.401","4.709","2.359","36.814","58.199"
"00:00:00.402","4.709","2.753","36.814","58.199"
"00:00:00.403","4.709","1.572","36.814","58.199"
"00:00:00.404","4.709","1.178","36.424","57.805"
"00:00:00.405","4.709","0.786","36.424","57.411"
"00:00:00.406","4.709","0.392","36.814","57.805"
"00:00:00.407","4.709","1.178","36.814","58.199"
"00:00:00.408","4.709","0.786","36.814","57.805"
"00:00:00.409","4.709","0.392","36.814","57.411"
"00:00:00.410","4.709","0.392","36.814","58.199"
"00:00:00.411","4.709","0.786","36.814","58.199"
"00:00:00.412","4.709","1.965","36.814","57.805"
"00:00:00.413","4.709","1.965","36.814","58.592"
"00:00:00.414","4.709","2.359","36.814","58.592"
"00:00:00.415","4.315","1.965","36.814","58.199"
"00:00:00.416","4.315","1.572","36.814","58.199"
"00:00:00.417","4.709","2.359","36.424","57.805"
"00:00:00.418","4.315","1.572","36.424","57.805"
"00:00:00.419","4.315","1.178","36.814","58.199"
"00:00:00.420","5.101","1.178","36.814","58.199"
"00:00:00.421","5.101","1.178","36.814","58.592"
"00:00:00.422","4.709","1.178","37.207","58.592"
"00:00:00.423","4.315","0.784","37.207","58.199"
"00:00:00.424","4.315","1.572","36.814","58.199"
"00:00:00.425","4.315","2.359","36.424","57.805"
"00:00:00.426","4.707","1.965","36.424","57.805"
"00:00:00.427","5.101","0.394","36.814","58.199"
"00:00:00.428","4.709","0.394","36.814","58.199"
"00:00:00.429","4.709","1.572","37.207","58.199"
"00:00:00.430","4.709","0.786","37.207","58.199"
"00:00:00.431","4.315","1.180","36.814","58.199"
"00:00:00.432","4.315","1.572","36.814","58.199"
"00:00:00.433","4.709","1.965","36.814","58.199"
"00:00:00.434","4.709","1.965","36.814","57.805"
"00:00:00.435","4.709","1.178","36.814","57.411"
"00:00:00.436","4.709","1.178","36.814","57.805"
"00:00:00.437","4.709","1.178","36.814","58.199"
"00:00:00.438","4.709","1.965","36.814","57.805"
"00:00:00.439","4.709","1.965","36.814","57.411"
"00:00:00.440","4.709","1.178","36.814","57.411"
"00:00:00.441","4.709","0.784","36.814","57.411"
"00:00:00.442","4.709","0.392","36.424","57.411"
"00:00:00.443","4.709","1.180","36.424","57.411"
"00:00:00.444","4.709","1.965","36.814","57.805"
"00:00:00.445","4.709","1.965","36.424","58.199"
"00:00:00.446","4.709","1.180","36.424","58.199"
"00:00:00.447","4.315","0.392","36.814","58.199"
"00:00:00.448","4.315","1.572","36.814","58.199"
"00:00:00.449","4.709","1.965","36.814","57.805"
"00:00:00.450","4.709","1.965","37.207","58.199"
"00:00:00.451","4.709","2.359","37.207","58.199"
"00:00:00.452","4.709","1.572","36.814","58.199"
"00:00:00.453","5.101","1.572","36.814","58.592"
"00:00:00.454","5.101","2.359","36.814","58.199"
"00:00:00.455","4.315","1.180","36.814","58.199"
"00:00:00.456","3.922","0.392","36.814","58.199"
"00:00:00.457","3.922","0.784","36.814","57.805"
"00:00:00.458","4.315","0.784","36.814","57.411"
"00:00:00.459","4.709","0.392","36.814","58.199"
"00:00:00.460","5.101","0.786","36.814","58.592"
"00:00:00.461","5.101","1.178","36.814","58.199"
"00:00:00.462","4.709","1.965","36.814","58.199"
"00:00:00.463","4.315","2.753","36.814","58.199"
"00:00:00.464","4.315","1.965","36.814","58.199"
"00:00:00.465","4.709","1.178","37.207","58.592"
"00:00:00.466","4.709","0.784","37.207","58.592"
"00:00:00.467","4.315","0.784","36.814","58.199"
"00:00:00.468","4.315","1.965","36.814","58.199"
"00:00:00.469","4.709","2.753","37.207","58.592"
"00:00:00.470","4.709","1.180","37.207","58.592"
"00:00:00.471","4.709","0.786","36.814","58.199"
"00:00:00.472","4.315","1.572","36.814","57.805"
"00:00:00.473","4.315","1.178","36.814","57.805"
"00:00:00.474","4.709","0.784","36.424","58.199"
"00:00:00.475","4.709","1.178","36.424","58.199"
"00:00:00.476","4.709","0.786","36.814","58.199"
"00:00:00.477","5.101","0.392","36.814","58.199"
"00:00:00.478","5.101","1.178","36.814","58.199"
"00:00:00.479","5.101","0","36.814","58.199"
"00:00:00.480","5.493","0.787","36.814","58.199"
"00:00:00.481","5.101","1.965","36.814","57.805"
"00:00:00.482","4.709","1.178","36.814","57.411"
"00:00:00.483","4.709","0.786","36.814","57.805"
"00:00:00.484","4.709","0","36.814","58.592"
"00:00:00.485","4.709","0.786","36.814","58.592"
"00:00:00.486","4.709","3.146","36.814","58.199"
"00:00:00.487","4.709","2.361","36.814","58.199"
"00:00:00.488","4.709","0.786","36.814","58.199"
"00:00:00.489","4.709","1.572","36.814","58.592"
"00:00:00.490","4.315","1.572","36.814","58.592"
"00:00:00.491","4.315","0.786","36.814","58.199"
"00:00:00.492","4.709","1.180","36.814","58.199"
"00:00:00.493","4.709","1.572","36.424","58.199"
"00:00:00.494","4.709","1.572","36.424","58.199"
"00:00:00.495","4.709","1.965","36.814","58.199"
"00:00:00.496","4.709","1.965","36.814","58.199"
"00:00:00.497","5.101","1.572","36.814","58.199"
"00:00:00.498","5.101","1.178","37.207","58.592"
"00:00:00.499","4.709","0.394","37.207","58.199"
"00:00:00.500","4.709","0","36.424","57.411"
"00:00:00.501","4.709","1.572","36.424","57.805"
"00:00:00.502","4.709","0.787","36.814","58.199"
"00:00:00.503","4.709","0.394","36.814","58.199"
"00:00:00.504","4.709","1.178","36.814","58.199"
"00:00:00.505","4.709","1.178","36.814","58.199"
"00:00:00.506","4.709","1.178","36.424","57.805"
"00:00:00.507","4.709","0.784","36.033","57.411"
"00:00:00.508","4.709","1.178","36.424","57.805"
"00:00:00.509","4.709","1.178","37.207","58.592"
"00:00:00.510","4.709","0.784","37.599","58.592"
"00:00:00.511","4.709","2.359","37.599","58.199"
"00:00:00.512","4.709","1.575","37.207","58.199"
"00:00:00.513","4.709","0.394","36.814","58.199"
"00:00:00.514","5.101","0.786","36.814","58.199"
"00:00:00.515","5.101","0.786","36.814","58.199"
"00:00:00.516","4.709","1.965","36.814","58.199"
"00:00:00.517","4.709","2.359","36.814","58.199"
"00:00:00.518","4.709","1.572","36.814","58.199"
"00:00:00.519","4.709","0.784","36.814","58.199"
"00:00:00.520","4.709","0.784","37.207","58.199"
"00:00:00.521","4.315","1.572","37.207","58.199"
"00:00:00.522","4.315","1.572","36.814","58.199"
"00:00:00.523","4.709","0.784","37.207","58.592"
"00:00:00.524","4.709","0.784","37.599","58.592"
"00:00:00.525","4.709","1.178","37.207","58.199"
"00:00:00.526","4.709","1.178","36.814","58.199"
"00:00:00.527","4.709","1.178","36.814","58.199"
"00:00:00.528","4.709","0","36.814","58.199"
