Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:50:22.34;0.00:00:00:064;-0.76;-0.32;-0.57;0.2031;-0.1476;-0.06174;-0.1113;-78.65;-17.41;95.93;54.78;78.75;0.2031;0.1948;0.008268;-6.923;-7.103;-20.826;0.12;-119.03;
2023-05-05 15:50:22.40;0.00:00:00:125;-0.76;-0.32;-0.57;0.2032;-0.1472;-0.06164;-0.1112;-78.64;-17.43;95.73;54.73;78.55;0.2032;0.1945;0.00867;-6.921;-7.110;-20.620;0.12;-119.00;
2023-05-05 15:50:22.45;0.00:00:00:175;-0.76;-0.32;-0.57;0.2032;-0.1474;-0.06173;-0.1113;-78.64;-17.44;95.83;54.79;78.62;0.2032;0.1947;0.008484;-6.920;-7.105;-20.714;0.12;-119.00;
2023-05-05 15:50:22.50;0.00:00:00:224;-0.76;-0.32;-0.57;0.2032;-0.1474;-0.06135;-0.1113;-78.70;-17.44;95.77;54.77;78.56;0.2032;0.1946;0.008604;-6.920;-7.108;-20.653;0.12;-118.86;
2023-05-05 15:50:22.55;0.00:00:00:272;-0.76;-0.32;-0.57;0.2034;-0.1473;-0.06171;-0.1114;-78.63;-17.45;95.73;54.78;78.52;0.2034;0.1947;0.008674;-6.917;-7.107;-20.618;0.12;-118.98;
2023-05-05 15:50:22.59;0.00:00:00:319;-0.76;-0.32;-0.57;0.2031;-0.1471;-0.06146;-0.1113;-78.66;-17.46;95.73;54.79;78.50;0.2031;0.1944;0.008672;-6.923;-7.112;-20.619;0.12;-118.91;
2023-05-05 15:50:22.64;0.00:00:00:367;-0.76;-0.31;-0.57;0.2031;-0.1473;-0.06123;-0.1114;-78.72;-17.46;95.83;54.87;78.56;0.2031;0.1946;0.008476;-6.923;-7.108;-20.718;0.12;-118.79;
2023-05-05 15:50:22.69;0.00:00:00:421;-0.76;-0.32;-0.57;0.2029;-0.1476;-0.06199;-0.1113;-78.61;-17.41;96.09;54.86;78.89;0.2029;0.1949;0.007936;-6.928;-7.101;-21.004;0.12;-119.12;
2023-05-05 15:50:22.74;0.00:00:00:471;-0.76;-0.32;-0.57;0.2032;-0.1472;-0.06163;-0.1114;-78.64;-17.46;95.78;54.82;78.54;0.2032;0.1946;0.008576;-6.922;-7.109;-20.667;0.12;-118.96;
2023-05-05 15:50:22.80;0.00:00:00:525;-0.76;-0.32;-0.57;0.203;-0.1475;-0.062;-0.1113;-78.60;-17.41;96.00;54.81;78.82;0.203;0.1949;0.008118;-6.925;-7.103;-20.905;0.12;-119.13;
2023-05-05 15:50:22.85;0.00:00:00:577;-0.76;-0.32;-0.57;0.2034;-0.1471;-0.06154;-0.1115;-78.65;-17.49;95.66;54.83;78.39;0.2034;0.1945;0.008817;-6.917;-7.110;-20.547;0.12;-118.89;
