"","Channel A Ave. (mV)","Channel B Ave. (mV)","Channel C Ave. (mV)","Channel D Ave. (mV)"
"00:00:00.000","148.991","82.736","62.654","98.102"
"00:00:00.001","148.991","86.673","62.654","98.102"
"00:00:00.002","148.991","86.673","62.654","94.180"
"00:00:00.003","148.991","86.673","62.654","94.180"
"00:00:00.004","148.991","86.673","62.654","94.180"
"00:00:00.005","148.991","86.673","62.654","94.180"
"00:00:00.006","148.991","86.673","62.654","94.180"
"00:00:00.007","148.991","86.673","62.654","94.180"
"00:00:00.008","148.991","82.736","62.654","94.180"
"00:00:00.009","148.991","78.799","62.654","94.180"
"00:00:00.010","145.070","82.736","62.654","94.180"
"00:00:00.011","145.070","86.673","62.654","94.180"
"00:00:00.012","148.991","86.673","58.733","94.180"
"00:00:00.013","148.991","86.673","58.733","94.180"
"00:00:00.014","148.991","82.736","62.654","94.180"
"00:00:00.015","148.991","82.736","62.654","94.180"
"00:00:00.016","148.991","86.673","62.654","94.180"
"00:00:00.017","148.991","86.673","62.654","94.180"
"00:00:00.018","148.991","86.673","62.654","94.180"
"00:00:00.019","148.991","86.673","62.654","94.180"
"00:00:00.020","145.070","86.673","62.654","94.180"
"00:00:00.021","145.070","86.673","62.654","94.180"
"00:00:00.022","148.991","86.673","58.733","94.180"
"00:00:00.023","148.991","86.673","58.733","98.102"
"00:00:00.024","148.991","86.673","62.654","98.102"
"00:00:00.025","148.991","86.673","62.654","94.180"
"00:00:00.026","148.991","86.673","62.654","94.180"
"00:00:00.027","148.991","86.673","62.654","94.180"
"00:00:00.028","148.991","86.673","62.654","98.102"
"00:00:00.029","148.991","86.673","62.654","98.102"
"00:00:00.030","148.991","82.736","62.654","94.180"
"00:00:00.031","148.991","82.736","62.654","94.180"
"00:00:00.032","148.991","86.673","62.654","94.180"
"00:00:00.033","145.070","86.673","62.654","94.180"
"00:00:00.034","145.070","86.673","62.654","98.102"
"00:00:00.035","148.991","86.673","62.654","102.023"
"00:00:00.036","148.991","86.673","62.654","98.102"
"00:00:00.037","148.991","82.736","62.654","94.180"
"00:00:00.038","148.991","82.736","62.654","94.180"
"00:00:00.039","148.991","82.736","62.654","94.180"
"00:00:00.040","145.070","78.799","62.654","94.180"
"00:00:00.041","145.070","78.799","62.654","94.180"
"00:00:00.042","148.991","78.799","62.654","98.102"
"00:00:00.043","145.070","82.736","62.654","98.102"
"00:00:00.044","145.070","86.673","62.654","94.180"
"00:00:00.045","148.991","86.673","62.654","94.180"
"00:00:00.046","148.991","82.736","62.654","94.180"
"00:00:00.047","148.991","78.799","62.654","94.180"
"00:00:00.048","148.991","82.736","62.654","94.180"
"00:00:00.049","148.991","86.673","62.654","94.180"
"00:00:00.050","148.991","86.673","62.654","94.180"
"00:00:00.051","148.991","82.736","62.654","94.180"
"00:00:00.052","148.991","78.799","62.654","94.180"
"00:00:00.053","148.991","82.736","62.654","94.180"
"00:00:00.054","148.991","82.736","62.654","94.180"
"00:00:00.055","148.991","82.736","62.654","94.180"
"00:00:00.056","148.991","82.736","62.654","94.180"
"00:00:00.057","148.991","82.736","62.654","94.180"
"00:00:00.058","148.991","82.736","62.654","94.180"
"00:00:00.059","148.991","82.736","62.654","94.180"
"00:00:00.060","148.991","82.736","62.654","94.180"
"00:00:00.061","148.991","78.799","62.654","98.102"
"00:00:00.062","148.991","82.736","62.654","98.102"
"00:00:00.063","148.991","86.673","62.654","94.180"
"00:00:00.064","145.070","86.673","62.654","94.180"
"00:00:00.065","145.070","86.673","62.654","94.180"
"00:00:00.066","148.991","86.673","62.654","94.180"
"00:00:00.067","148.991","86.673","62.654","94.180"
"00:00:00.068","148.991","82.736","62.654","98.102"
"00:00:00.069","148.991","78.799","62.654","98.102"
"00:00:00.070","148.991","78.799","62.654","94.180"
"00:00:00.071","145.070","82.736","62.654","94.180"
"00:00:00.072","145.070","86.673","62.654","94.180"
"00:00:00.073","148.991","86.673","62.654","94.180"
"00:00:00.074","145.070","86.673","58.733","94.180"
"00:00:00.075","145.070","82.736","58.733","94.180"
"00:00:00.076","148.991","78.799","62.654","94.180"
"00:00:00.077","148.991","78.799","62.654","94.180"
"00:00:00.078","148.991","78.799","62.654","94.180"
"00:00:00.079","148.991","78.799","62.654","94.180"
"00:00:00.080","148.991","82.736","58.733","94.180"
"00:00:00.081","148.991","86.673","58.733","98.102"
"00:00:00.082","148.991","82.736","62.654","98.102"
"00:00:00.083","148.991","78.799","62.654","94.180"
"00:00:00.084","148.991","82.736","62.654","98.102"
"00:00:00.085","148.991","82.736","62.654","98.102"
"00:00:00.086","148.991","82.736","62.654","94.180"
"00:00:00.087","148.991","82.736","62.654","94.180"
"00:00:00.088","148.991","78.799","62.654","94.180"
"00:00:00.089","148.991","82.736","62.654","94.180"
"00:00:00.090","148.991","82.736","62.654","94.180"
"00:00:00.091","148.991","82.736","62.654","94.180"
"00:00:00.092","148.991","86.673","62.654","94.180"
"00:00:00.093","148.991","86.673","62.654","94.180"
"00:00:00.094","145.070","86.673","62.654","94.180"
"00:00:00.095","145.070","86.673","62.654","94.180"
"00:00:00.096","148.991","86.673","62.654","98.102"
"00:00:00.097","148.991","86.673","62.654","102.023"
"00:00:00.098","148.991","82.736","62.654","102.023"
"00:00:00.099","148.991","78.799","62.654","98.102"
"00:00:00.100","148.991","78.799","62.654","94.180"
"00:00:00.101","148.991","78.799","62.654","94.180"
"00:00:00.102","148.991","82.736","62.654","94.180"
"00:00:00.103","148.991","82.736","62.654","94.180"
"00:00:00.104","148.991","82.736","62.654","94.180"
"00:00:00.105","148.991","86.673","62.654","94.180"
"00:00:00.106","148.991","82.736","62.654","94.180"
"00:00:00.107","148.991","82.736","62.654","94.180"
"00:00:00.108","148.991","82.736","62.654","94.180"
"00:00:00.109","145.070","82.736","62.654","94.180"
