Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:32:39.95;0.00:00:00:046;-0.49;0.85;-0.17;0.04141;-0.0217;0.03787;-0.007582;59.91;-4.93;106.97;18.31;105.39;0.04141;0.0443;-0.002886;-13.829;-13.536;-99.990;0.26;-11.32;
2023-05-05 15:32:40.00;0.00:00:00:095;-0.49;0.86;-0.17;0.04143;-0.02167;0.03794;-0.007553;59.87;-4.90;107.03;18.23;105.47;0.04143;0.04434;-0.002914;-13.827;-13.532;-99.990;0.26;-11.26;
2023-05-05 15:32:40.05;0.00:00:00:143;-0.49;0.86;-0.17;0.04138;-0.02172;0.03799;-0.007597;59.88;-4.92;107.33;18.36;105.75;0.04138;0.04441;-0.003035;-13.832;-13.525;-99.990;0.26;-11.31;
2023-05-05 15:32:40.10;0.00:00:00:197;-0.49;0.86;-0.17;0.0414;-0.02174;0.03799;-0.007556;59.89;-4.90;107.30;18.25;105.73;0.0414;0.04442;-0.003021;-13.830;-13.524;-99.990;0.26;-11.25;
2023-05-05 15:32:40.15;0.00:00:00:245;-0.49;0.86;-0.17;0.04145;-0.02167;0.03799;-0.007647;59.85;-4.96;107.10;18.45;105.50;0.04145;0.0444;-0.002944;-13.825;-13.527;-99.990;0.26;-11.38;
2023-05-05 15:32:40.20;0.00:00:00:292;-0.49;0.86;-0.17;0.04146;-0.02166;0.03794;-0.007582;59.86;-4.92;106.95;18.29;105.37;0.04146;0.04434;-0.002881;-13.824;-13.532;-99.990;0.26;-11.30;
2023-05-05 15:32:40.28;0.00:00:00:369;-0.49;0.86;-0.17;0.04151;-0.02166;0.03797;-0.007618;59.85;-4.94;106.90;18.35;105.31;0.04151;0.04437;-0.002862;-13.818;-13.529;-99.990;0.26;-11.34;
2023-05-05 15:32:40.33;0.00:00:00:427;-0.49;0.86;-0.17;0.04152;-0.02171;0.03813;-0.007595;59.82;-4.91;107.23;18.29;105.66;0.04152;0.04453;-0.003003;-13.817;-13.514;-99.990;0.26;-11.26;
2023-05-05 15:32:40.40;0.00:00:00:491;-0.49;0.86;-0.17;0.0414;-0.02163;0.03804;-0.00754;59.81;-4.89;107.24;18.21;105.68;0.0414;0.0444;-0.002997;-13.829;-13.526;-99.990;0.26;-11.21;
2023-05-05 15:32:40.45;0.00:00:00:540;-0.49;0.86;-0.17;0.04147;-0.0217;0.038;-0.00758;59.86;-4.91;107.07;18.28;105.50;0.04147;0.04441;-0.002934;-13.822;-13.525;-99.990;0.26;-11.28;
2023-05-05 15:32:40.49;0.00:00:00:588;-0.49;0.85;-0.17;0.04142;-0.0217;0.03791;-0.007648;59.90;-4.96;107.07;18.46;105.46;0.04142;0.04435;-0.002928;-13.828;-13.531;-99.990;0.26;-11.40;
2023-05-05 15:32:40.54;0.00:00:00:638;-0.49;0.86;-0.17;0.04141;-0.02174;0.03805;-0.007612;59.87;-4.93;107.41;18.38;105.83;0.04141;0.04448;-0.003069;-13.829;-13.518;-99.990;0.26;-11.31;
