Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:40:47.13;0.00:00:00:056;-0.58;0.27;-0.77;0.09233;-0.002454;0.001137;-0.003268;77.57;-25.20;4.59;3.54;2.93;0.09233;0.004242;0.08809;-10.347;-23.725;-10.551;0.21;-70.82;
2023-05-05 15:40:47.18;0.00:00:00:108;-0.57;0.23;-0.79;0.09243;-0.002379;0.0009729;-0.003265;78.88;-25.89;4.50;3.53;2.78;0.09243;0.004155;0.08827;-10.342;-23.814;-10.542;0.21;-73.40;
2023-05-05 15:40:47.24;0.00:00:00:166;-0.59;0.29;-0.75;0.09264;-0.002412;0.001187;-0.003092;76.90;-24.49;4.42;3.34;2.90;0.09264;0.004097;0.08854;-10.332;-23.875;-10.529;0.21;-69.00;
2023-05-05 15:40:47.28;0.00:00:00:213;-0.60;0.27;-0.76;0.09248;-0.00264;0.001177;-0.003342;77.99;-24.57;4.78;3.61;3.13;0.09248;0.004419;0.08806;-10.340;-23.547;-10.552;0.20;-70.61;
2023-05-05 15:40:47.33;0.00:00:00:261;-0.57;0.27;-0.78;0.09264;-0.002383;0.001121;-0.003267;77.40;-25.56;4.53;3.53;2.84;0.09264;0.004196;0.08845;-10.332;-23.772;-10.533;0.22;-71.06;
2023-05-05 15:40:47.38;0.00:00:00:311;-0.59;0.23;-0.78;0.09247;-0.002561;0.0009935;-0.003371;79.40;-25.41;4.70;3.65;2.97;0.09247;0.004349;0.08812;-10.340;-23.616;-10.549;0.21;-73.58;
2023-05-05 15:40:47.43;0.00:00:00:364;-0.57;0.25;-0.79;0.09256;-0.002448;0.001086;-0.003399;78.04;-25.88;4.67;3.67;2.89;0.09256;0.004327;0.08824;-10.336;-23.638;-10.544;0.22;-72.29;
2023-05-05 15:40:47.49;0.00:00:00:416;-0.57;0.27;-0.77;0.09241;-0.002505;0.001186;-0.003389;77.34;-25.36;4.74;3.67;3.00;0.09241;0.004377;0.08803;-10.343;-23.588;-10.554;0.21;-70.72;
2023-05-05 15:40:47.53;0.00:00:00:466;-0.56;0.29;-0.77;0.0925;-0.002469;0.001274;-0.003404;76.35;-25.39;4.75;3.68;3.00;0.0925;0.004394;0.0881;-10.339;-23.571;-10.550;0.22;-69.47;
2023-05-05 15:40:47.58;0.00:00:00:513;-0.57;0.31;-0.76;0.09256;-0.002483;0.001365;-0.003282;75.59;-24.60;4.68;3.55;3.06;0.09256;0.004336;0.08822;-10.336;-23.629;-10.544;0.21;-67.41;
2023-05-05 15:40:47.63;0.00:00:00:566;-0.55;0.31;-0.78;0.09268;-0.002304;0.001304;-0.003258;75.25;-25.45;4.53;3.52;2.86;0.09268;0.004198;0.08848;-10.330;-23.769;-10.532;0.23;-68.19;
2023-05-05 15:40:47.68;0.00:00:00:615;-0.55;0.30;-0.78;0.09262;-0.002312;0.001251;-0.003268;75.80;-25.59;4.53;3.53;2.84;0.09262;0.004195;0.08843;-10.333;-23.773;-10.534;0.22;-69.06;
