"","Channel A Ave. (mV)","Channel B Ave. (mV)","Channel C Ave. (mV)","Channel D Ave. (mV)"
"00:00:00.000","62.716","31.495","156.621","251.198"
"00:00:00.001","62.716","35.447","160.543","251.198"
"00:00:00.002","62.716","39.399","160.543","251.198"
"00:00:00.003","62.716","35.447","156.621","251.198"
"00:00:00.004","62.716","31.495","156.621","251.198"
"00:00:00.005","62.716","35.447","156.621","251.198"
"00:00:00.006","62.716","39.399","156.621","251.198"
"00:00:00.007","62.716","35.447","160.543","251.198"
"00:00:00.008","62.716","31.495","160.543","251.198"
"00:00:00.009","62.716","31.495","156.621","251.198"
"00:00:00.010","62.716","35.447","156.621","251.198"
"00:00:00.011","62.716","39.399","156.621","251.198"
"00:00:00.012","62.716","35.447","156.621","251.198"
"00:00:00.013","66.637","35.447","156.621","251.198"
"00:00:00.014","66.637","35.447","156.621","251.198"
"00:00:00.015","62.716","35.447","156.621","251.198"
"00:00:00.016","66.637","39.399","156.621","251.198"
"00:00:00.017","66.637","39.399","156.621","251.198"
"00:00:00.018","62.716","35.447","156.621","251.198"
"00:00:00.019","62.716","31.495","156.621","251.198"
"00:00:00.020","62.716","31.495","156.621","251.198"
"00:00:00.021","62.716","35.447","156.621","251.198"
"00:00:00.022","62.716","39.399","156.621","251.198"
"00:00:00.023","62.716","39.399","156.621","251.198"
"00:00:00.024","62.716","39.399","156.621","251.198"
"00:00:00.025","66.637","35.447","160.543","251.198"
"00:00:00.026","66.637","35.447","160.543","251.198"
"00:00:00.027","62.716","35.447","156.621","251.198"
"00:00:00.028","62.716","35.447","156.621","251.198"
"00:00:00.029","62.716","35.447","156.621","251.198"
"00:00:00.030","62.716","31.495","160.543","251.198"
"00:00:00.031","62.716","35.447","160.543","251.198"
"00:00:00.032","62.716","39.399","156.621","251.198"
"00:00:00.033","62.716","35.447","156.621","251.198"
"00:00:00.034","62.716","31.495","156.621","251.198"
"00:00:00.035","62.716","35.447","156.621","251.198"
"00:00:00.036","62.716","39.399","156.621","251.198"
"00:00:00.037","62.716","35.447","156.621","251.198"
"00:00:00.038","62.716","35.447","156.621","251.198"
"00:00:00.039","62.716","39.399","160.543","251.198"
"00:00:00.040","62.716","35.447","164.464","251.198"
"00:00:00.041","62.716","35.447","160.543","251.198"
"00:00:00.042","62.716","39.399","156.621","251.198"
"00:00:00.043","62.716","39.399","156.621","251.198"
"00:00:00.044","62.716","35.447","156.621","251.198"
"00:00:00.045","62.716","35.447","160.543","251.198"
"00:00:00.046","62.716","39.399","160.543","251.198"
"00:00:00.047","66.637","39.399","156.621","251.198"
"00:00:00.048","66.637","39.399","160.543","251.198"
"00:00:00.049","62.716","39.399","164.464","251.198"
"00:00:00.050","66.637","35.447","164.464","251.198"
"00:00:00.051","66.637","35.447","164.464","251.198"
"00:00:00.052","62.716","39.399","160.543","251.198"
"00:00:00.053","66.637","39.399","156.621","251.198"
"00:00:00.054","66.637","39.399","156.621","251.198"
"00:00:00.055","62.716","39.399","156.621","251.198"
"00:00:00.056","62.716","35.447","156.621","251.198"
"00:00:00.057","62.716","31.495","156.621","251.198"
"00:00:00.058","62.716","35.447","156.621","251.198"
"00:00:00.059","62.716","39.399","156.621","251.198"
"00:00:00.060","66.637","39.399","156.621","251.198"
"00:00:00.061","66.637","35.447","156.621","251.198"
"00:00:00.062","62.716","31.495","156.621","251.198"
"00:00:00.063","66.637","35.447","156.621","251.198"
"00:00:00.064","66.637","39.399","156.621","251.198"
"00:00:00.065","62.716","39.399","160.543","251.198"
"00:00:00.066","62.716","35.447","160.543","251.198"
"00:00:00.067","62.716","35.447","156.621","251.198"
"00:00:00.068","62.716","35.447","156.621","251.198"
"00:00:00.069","66.637","35.447","156.621","247.261"
"00:00:00.070","66.637","35.447","156.621","247.261"
"00:00:00.071","62.716","35.447","156.621","251.198"
"00:00:00.072","62.716","35.447","156.621","251.198"
"00:00:00.073","62.716","35.447","160.543","251.198"
"00:00:00.074","62.716","39.399","160.543","251.198"
"00:00:00.075","62.716","35.447","156.621","251.198"
"00:00:00.076","66.637","31.495","156.621","251.198"
"00:00:00.077","66.637","31.495","156.621","251.198"
"00:00:00.078","62.716","31.495","160.543","251.198"
"00:00:00.079","62.716","35.447","160.543","251.198"
"00:00:00.080","62.716","39.399","156.621","251.198"
"00:00:00.081","66.637","39.399","156.621","251.198"
"00:00:00.082","66.637","39.399","156.621","251.198"
"00:00:00.083","62.716","39.399","156.621","251.198"
"00:00:00.084","62.716","39.399","156.621","251.198"
"00:00:00.085","62.716","35.447","156.621","251.198"
"00:00:00.086","62.716","35.447","156.621","251.198"
"00:00:00.087","62.716","39.399","156.621","251.198"
"00:00:00.088","62.716","35.447","156.621","251.198"
"00:00:00.089","62.716","31.495","156.621","251.198"
"00:00:00.090","62.716","31.495","160.543","251.198"
"00:00:00.091","66.637","35.447","160.543","251.198"
"00:00:00.092","66.637","35.447","160.543","251.198"
"00:00:00.093","62.716","31.495","160.543","251.198"
"00:00:00.094","62.716","35.447","156.621","251.198"
"00:00:00.095","66.637","35.447","156.621","251.198"
"00:00:00.096","66.637","31.495","160.543","251.198"
"00:00:00.097","62.716","35.447","164.464","251.198"
"00:00:00.098","62.716","39.399","160.543","251.198"
"00:00:00.099","62.716","35.447","156.621","251.198"
"00:00:00.100","62.716","31.495","160.543","251.198"
"00:00:00.101","62.716","35.447","160.543","251.198"
"00:00:00.102","62.716","39.399","156.621","251.198"
"00:00:00.103","62.716","35.447","160.543","251.198"
"00:00:00.104","62.716","31.495","160.543","251.198"
"00:00:00.105","62.716","35.447","156.621","251.198"
"00:00:00.106","62.716","35.447","156.621","251.198"
"00:00:00.107","62.716","35.447","160.543","251.198"
"00:00:00.108","62.716","39.399","164.464","251.198"
"00:00:00.109","66.637","35.447","160.543","251.198"
"00:00:00.110","70.559","35.447","156.621","251.198"
"00:00:00.111","66.637","35.447","156.621","251.198"
"00:00:00.112","62.716","35.447","156.621","251.198"
"00:00:00.113","62.716","39.399","156.621","251.198"
"00:00:00.114","62.716","39.399","156.621","251.198"
"00:00:00.115","62.716","39.399","156.621","251.198"
"00:00:00.116","62.716","39.399","156.621","251.198"
"00:00:00.117","62.716","39.399","156.621","251.198"
"00:00:00.118","62.716","39.399","156.621","251.198"
"00:00:00.119","62.716","35.447","160.543","251.198"
"00:00:00.120","62.716","31.495","160.543","251.198"
"00:00:00.121","62.716","31.495","156.621","251.198"
"00:00:00.122","62.716","31.495","156.621","251.198"
"00:00:00.123","62.716","31.495","156.621","251.198"
"00:00:00.124","62.716","35.447","156.621","251.198"
"00:00:00.125","66.637","39.399","156.621","251.198"
"00:00:00.126","66.637","35.447","160.543","251.198"
"00:00:00.127","62.716","35.447","164.464","251.198"
"00:00:00.128","62.716","39.399","160.543","251.198"
"00:00:00.129","62.716","39.399","156.621","251.198"
"00:00:00.130","62.716","35.447","156.621","251.198"
"00:00:00.131","62.716","35.447","156.621","251.198"
"00:00:00.132","62.716","35.447","156.621","251.198"
"00:00:00.133","62.716","35.447","156.621","251.198"
"00:00:00.134","62.716","39.399","156.621","251.198"
"00:00:00.135","62.716","35.447","156.621","251.198"
"00:00:00.136","66.637","35.447","156.621","251.198"
"00:00:00.137","66.637","39.399","156.621","251.198"
"00:00:00.138","62.716","39.399","156.621","251.198"
"00:00:00.139","62.716","39.399","160.543","251.198"
"00:00:00.140","62.716","39.399","160.543","251.198"
"00:00:00.141","62.716","39.399","156.621","247.261"
"00:00:00.142","62.716","35.447","156.621","247.261"
"00:00:00.143","62.716","35.447","156.621","251.198"
"00:00:00.144","62.716","35.447","160.543","251.198"
"00:00:00.145","62.716","31.495","160.543","251.198"
"00:00:00.146","62.716","31.495","156.621","247.261"
"00:00:00.147","62.716","35.447","156.621","247.261"
"00:00:00.148","62.716","35.447","160.543","251.198"
"00:00:00.149","62.716","35.447","160.543","251.198"
"00:00:00.150","62.716","35.447","160.543","251.198"
"00:00:00.151","62.716","35.447","160.543","251.198"
"00:00:00.152","62.716","35.447","156.621","251.198"
