Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:11:57.63;0.00:00:00:049;-0.75;0.61;0.26;0.1729;-0.1364;0.1114;0.04747;70.38;7.54;105.52;27.46;101.88;0.1729;0.1824;-0.009536;-7.623;-7.390;-99.990;0.13;23.08;
2023-05-05 15:11:57.68;0.00:00:00:100;-0.75;0.61;0.26;0.1727;-0.1365;0.111;0.04732;70.44;7.53;105.49;27.40;101.87;0.1727;0.1822;-0.009478;-7.627;-7.395;-99.990;0.13;23.08;
2023-05-05 15:11:57.73;0.00:00:00:148;-0.75;0.61;0.26;0.1729;-0.1365;0.1111;0.04733;70.43;7.53;105.38;27.37;101.76;0.1729;0.1822;-0.009299;-7.621;-7.394;-99.990;0.13;23.08;
2023-05-05 15:11:57.78;0.00:00:00:198;-0.75;0.61;0.26;0.1728;-0.1364;0.1109;0.04737;70.44;7.54;105.35;27.41;101.73;0.1728;0.1821;-0.009252;-7.624;-7.398;-99.990;0.13;23.12;
2023-05-05 15:11:57.83;0.00:00:00:247;-0.75;0.61;0.26;0.1727;-0.1361;0.1109;0.04731;70.41;7.54;105.29;27.39;101.66;0.1727;0.1818;-0.009129;-7.627;-7.403;-99.990;0.13;23.10;
2023-05-05 15:11:57.87;0.00:00:00:295;-0.75;0.61;0.26;0.1728;-0.1364;0.1111;0.04723;70.42;7.51;105.44;27.34;101.83;0.1728;0.1822;-0.009393;-7.625;-7.395;-99.990;0.13;23.03;
2023-05-05 15:11:57.92;0.00:00:00:342;-0.75;0.61;0.26;0.173;-0.1364;0.1113;0.04741;70.39;7.54;105.37;27.41;101.75;0.173;0.1823;-0.009292;-7.620;-7.393;-99.990;0.13;23.08;
2023-05-05 15:11:57.97;0.00:00:00:388;-0.75;0.61;0.26;0.1728;-0.1361;0.111;0.04728;70.41;7.53;105.21;27.35;101.59;0.1728;0.1818;-0.009004;-7.624;-7.403;-99.990;0.13;23.08;
2023-05-05 15:11:58.01;0.00:00:00:435;-0.75;0.61;0.26;0.1727;-0.1365;0.1112;0.04729;70.42;7.52;105.57;27.38;101.96;0.1727;0.1823;-0.009619;-7.627;-7.392;-99.990;0.13;23.04;
2023-05-05 15:11:58.06;0.00:00:00:482;-0.75;0.61;0.26;0.1727;-0.1364;0.111;0.04732;70.43;7.53;105.46;27.40;101.84;0.1727;0.1821;-0.009425;-7.627;-7.396;-99.990;0.13;23.09;
2023-05-05 15:11:58.12;0.00:00:00:546;-0.75;0.61;0.26;0.1728;-0.1364;0.1113;0.0474;70.40;7.53;105.52;27.43;101.89;0.1728;0.1823;-0.009542;-7.625;-7.391;-99.990;0.13;23.07;
2023-05-05 15:11:58.17;0.00:00:00:594;-0.75;0.61;0.26;0.1729;-0.1364;0.1112;0.04749;70.40;7.55;105.44;27.47;101.80;0.1729;0.1823;-0.009409;-7.623;-7.393;-99.990;0.13;23.12;
2023-05-05 15:11:58.23;0.00:00:00:648;-0.75;0.61;0.26;0.1726;-0.1362;0.1109;0.04733;70.43;7.54;105.37;27.42;101.74;0.1726;0.1819;-0.009264;-7.629;-7.402;-99.990;0.13;23.12;
2023-05-05 15:11:58.28;0.00:00:00:697;-0.75;0.61;0.26;0.1729;-0.1362;0.111;0.04732;70.40;7.54;105.26;27.38;101.64;0.1729;0.182;-0.009098;-7.623;-7.400;-99.990;0.13;23.08;
2023-05-05 15:11:58.32;0.00:00:00:745;-0.75;0.61;0.26;0.1729;-0.1363;0.1114;0.04749;70.37;7.55;105.42;27.46;101.78;0.1729;0.1823;-0.009372;-7.621;-7.392;-99.990;0.13;23.09;
2023-05-05 15:11:58.37;0.00:00:00:794;-0.75;0.61;0.26;0.1727;-0.1363;0.1107;0.04741;70.45;7.55;105.33;27.46;101.69;0.1727;0.1819;-0.009203;-7.628;-7.402;-99.990;0.13;23.18;
2023-05-05 15:11:58.42;0.00:00:00:842;-0.75;0.61;0.26;0.1728;-0.1362;0.1111;0.0475;70.39;7.56;105.40;27.49;101.75;0.1728;0.1821;-0.009331;-7.625;-7.397;-99.990;0.13;23.14;
2023-05-05 15:11:58.47;0.00:00:00:893;-0.75;0.61;0.26;0.1728;-0.1361;0.1107;0.04741;70.44;7.56;105.21;27.44;101.57;0.1728;0.1818;-0.009004;-7.625;-7.405;-99.990;0.13;23.18;
2023-05-05 15:11:58.52;0.00:00:00:943;-0.75;0.61;0.26;0.1729;-0.1364;0.1108;0.04758;70.46;7.57;105.29;27.52;101.63;0.1729;0.1821;-0.009149;-7.622;-7.398;-99.990;0.13;23.25;
2023-05-05 15:11:58.57;0.00:00:00:994;-0.75;0.61;0.26;0.1731;-0.1364;0.111;0.04747;70.43;7.55;105.24;27.42;101.60;0.1731;0.1822;-0.009063;-7.617;-7.395;-99.990;0.13;23.15;
2023-05-05 15:11:58.62;0.00:00:01:043;-0.75;0.61;0.26;0.1733;-0.1364;0.111;0.04749;70.43;7.56;105.12;27.40;101.48;0.1733;0.1822;-0.008865;-7.612;-7.396;-99.990;0.13;23.16;
2023-05-05 15:11:58.67;0.00:00:01:091;-0.75;0.61;0.26;0.173;-0.1365;0.1113;0.04748;70.40;7.54;105.46;27.45;101.83;0.173;0.1824;-0.00945;-7.620;-7.389;-99.990;0.13;23.10;
2023-05-05 15:11:58.72;0.00:00:01:138;-0.75;0.61;0.26;0.173;-0.1368;0.1109;0.04748;70.48;7.54;105.47;27.45;101.84;0.173;0.1824;-0.009466;-7.620;-7.389;-99.990;0.13;23.17;
2023-05-05 15:11:58.76;0.00:00:01:185;-0.75;0.61;0.26;0.173;-0.1366;0.1112;0.04745;70.42;7.54;105.44;27.43;101.81;0.173;0.1824;-0.009413;-7.619;-7.389;-99.990;0.13;23.10;
2023-05-05 15:11:58.81;0.00:00:01:232;-0.75;0.61;0.26;0.1731;-0.1365;0.1113;0.0474;70.41;7.53;105.39;27.39;101.77;0.1731;0.1824;-0.009331;-7.618;-7.389;-99.990;0.13;23.07;
2023-05-05 15:11:58.86;0.00:00:01:279;-0.75;0.61;0.26;0.1729;-0.1365;0.1112;0.04742;70.42;7.54;105.48;27.43;101.85;0.1729;0.1823;-0.009478;-7.623;-7.391;-99.990;0.13;23.09;
2023-05-05 15:11:58.91;0.00:00:01:328;-0.75;0.61;0.26;0.1728;-0.1367;0.1113;0.04745;70.42;7.53;105.63;27.45;102.00;0.1728;0.1826;-0.009727;-7.623;-7.386;-99.990;0.13;23.09;
2023-05-05 15:11:58.96;0.00:00:01:376;-0.75;0.61;0.26;0.1729;-0.1364;0.1112;0.04738;70.41;7.53;105.44;27.41;101.82;0.1729;0.1823;-0.009408;-7.623;-7.393;-99.990;0.13;23.08;
2023-05-05 15:11:59.00;0.00:00:01:423;-0.75;0.61;0.26;0.173;-0.1366;0.1108;0.04754;70.48;7.56;105.37;27.49;101.72;0.173;0.1823;-0.009283;-7.620;-7.393;-99.990;0.13;23.22;
2023-05-05 15:11:59.05;0.00:00:01:470;-0.75;0.61;0.26;0.173;-0.1369;0.1113;0.0475;70.44;7.53;105.59;27.45;101.95;0.173;0.1827;-0.009664;-7.619;-7.383;-99.990;0.13;23.11;
2023-05-05 15:11:59.10;0.00:00:01:518;-0.75;0.61;0.26;0.1728;-0.1367;0.111;0.0474;70.46;7.53;105.54;27.44;101.91;0.1728;0.1823;-0.009563;-7.625;-7.391;-99.990;0.13;23.13;
