Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:10:22.50;0.00:00:00:047;-0.74;0.61;0.26;0.1731;-0.1356;0.112;0.04784;70.23;7.61;105.28;27.63;101.59;0.1731;0.1823;-0.009141;-7.616;-7.393;-99.990;0.13;23.13;
2023-05-05 15:10:22.56;0.00:00:00:109;-0.74;0.61;0.26;0.1732;-0.1363;0.1124;0.04777;70.25;7.57;105.66;27.59;101.99;0.1732;0.183;-0.009798;-7.615;-7.376;-99.990;0.13;23.03;
2023-05-05 15:10:22.61;0.00:00:00:156;-0.74;0.62;0.26;0.1732;-0.1357;0.1126;0.04779;70.15;7.58;105.48;27.59;101.81;0.1732;0.1827;-0.009488;-7.614;-7.382;-99.990;0.13;22.99;
2023-05-05 15:10:22.64;0.00:00:00:190;-0.74;0.62;0.26;0.1731;-0.1356;0.1123;0.04767;70.18;7.57;105.41;27.55;101.75;0.1731;0.1824;-0.00937;-7.618;-7.389;-99.990;0.13;23.00;
2023-05-05 15:10:22.70;0.00:00:00:252;-0.74;0.62;0.26;0.1731;-0.1356;0.1122;0.04776;70.19;7.59;105.34;27.59;101.66;0.1731;0.1823;-0.009236;-7.617;-7.391;-99.990;0.13;23.06;
2023-05-05 15:10:22.75;0.00:00:00:299;-0.74;0.62;0.26;0.1731;-0.1356;0.1123;0.04776;70.18;7.59;105.38;27.58;101.71;0.1731;0.1825;-0.009314;-7.616;-7.388;-99.990;0.13;23.03;
2023-05-05 15:10:22.83;0.00:00:00:379;-0.74;0.61;0.26;0.1732;-0.1356;0.1121;0.04769;70.22;7.58;105.24;27.53;101.58;0.1732;0.1823;-0.009083;-7.614;-7.392;-99.990;0.13;23.05;
2023-05-05 15:10:22.88;0.00:00:00:426;-0.74;0.62;0.26;0.1732;-0.1356;0.1127;0.04793;70.13;7.60;105.48;27.66;101.79;0.1732;0.1827;-0.00949;-7.614;-7.382;-99.990;0.13;23.03;
2023-05-05 15:10:22.93;0.00:00:00:474;-0.74;0.62;0.26;0.1733;-0.1357;0.1127;0.04768;70.15;7.56;105.46;27.52;101.80;0.1733;0.1827;-0.009457;-7.612;-7.382;-99.990;0.13;22.93;
2023-05-05 15:10:22.98;0.00:00:00:527;-0.74;0.62;0.26;0.1733;-0.1355;0.1126;0.04778;70.14;7.59;105.31;27.57;101.64;0.1733;0.1825;-0.009206;-7.612;-7.387;-99.990;0.13;23.00;
2023-05-05 15:10:23.04;0.00:00:00:593;-0.74;0.61;0.26;0.173;-0.1357;0.1121;0.04781;70.22;7.60;105.38;27.63;101.69;0.173;0.1824;-0.009311;-7.618;-7.391;-99.990;0.13;23.10;
2023-05-05 15:10:23.09;0.00:00:00:639;-0.74;0.62;0.26;0.173;-0.1357;0.1126;0.04774;70.15;7.57;105.62;27.60;101.95;0.173;0.1827;-0.009728;-7.620;-7.382;-99.990;0.13;22.97;
2023-05-05 15:10:23.14;0.00:00:00:687;-0.74;0.62;0.26;0.1729;-0.1356;0.1124;0.04759;70.17;7.56;105.52;27.53;101.86;0.1729;0.1824;-0.009538;-7.622;-7.389;-99.990;0.13;22.95;
2023-05-05 15:10:23.19;0.00:00:00:736;-0.74;0.62;0.26;0.1729;-0.1353;0.1121;0.04765;70.17;7.59;105.30;27.56;101.63;0.1729;0.182;-0.009158;-7.622;-7.398;-99.990;0.13;23.02;
