Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:48:55.83;0.00:00:00:054;-0.75;-0.30;-0.59;0.2032;-0.1458;-0.05881;-0.1151;-79.02;-18.10;95.91;56.64;77.39;0.2032;0.1949;0.008319;-6.921;-7.103;-20.799;0.13;-117.07;
2023-05-05 15:48:55.88;0.00:00:00:104;-0.75;-0.30;-0.59;0.2034;-0.1457;-0.05846;-0.1151;-79.07;-18.12;95.71;56.57;77.20;0.2034;0.1947;0.008732;-6.917;-7.107;-20.589;0.13;-116.93;
2023-05-05 15:48:55.93;0.00:00:00:154;-0.75;-0.30;-0.59;0.2032;-0.1458;-0.05906;-0.1149;-78.97;-18.07;95.88;56.54;77.44;0.2032;0.1948;0.008367;-6.922;-7.104;-20.774;0.13;-117.21;
2023-05-05 15:48:55.98;0.00:00:00:202;-0.75;-0.30;-0.59;0.2033;-0.146;-0.05848;-0.115;-79.09;-18.09;95.84;56.58;77.36;0.2033;0.1949;0.008452;-6.918;-7.103;-20.731;0.13;-116.94;
2023-05-05 15:48:56.03;0.00:00:00:248;-0.75;-0.30;-0.59;0.2035;-0.1457;-0.05831;-0.1151;-79.09;-18.14;95.63;56.58;77.10;0.2035;0.1946;0.008893;-6.914;-7.108;-20.510;0.13;-116.86;
2023-05-05 15:48:56.07;0.00:00:00:294;-0.75;-0.30;-0.59;0.2033;-0.146;-0.05923;-0.1151;-78.96;-18.07;95.98;56.61;77.51;0.2033;0.1951;0.008171;-6.919;-7.097;-20.877;0.13;-117.23;
2023-05-05 15:48:56.12;0.00:00:00:342;-0.75;-0.30;-0.59;0.2034;-0.1459;-0.059;-0.115;-78.99;-18.08;95.83;56.55;77.37;0.2034;0.1949;0.008478;-6.916;-7.101;-20.717;0.13;-117.15;
2023-05-05 15:48:56.19;0.00:00:00:412;-0.75;-0.30;-0.59;0.2033;-0.1458;-0.05889;-0.1152;-79.01;-18.11;95.88;56.67;77.34;0.2033;0.195;0.008382;-6.918;-7.100;-20.767;0.13;-117.07;
2023-05-05 15:48:56.24;0.00:00:00:458;-0.75;-0.30;-0.59;0.2037;-0.1456;-0.05893;-0.1152;-78.99;-18.13;95.63;56.55;77.12;0.2037;0.1948;0.008896;-6.910;-7.103;-20.508;0.13;-117.09;
2023-05-05 15:48:56.29;0.00:00:00:508;-0.75;-0.30;-0.59;0.2037;-0.1455;-0.05888;-0.1153;-78.98;-18.15;95.64;56.62;77.07;0.2037;0.1948;0.008885;-6.911;-7.104;-20.514;0.13;-117.05;
2023-05-05 15:48:56.33;0.00:00:00:554;-0.75;-0.30;-0.59;0.2035;-0.1458;-0.05837;-0.1152;-79.09;-18.14;95.69;56.62;77.15;0.2035;0.1948;0.008765;-6.914;-7.105;-20.572;0.13;-116.86;
2023-05-05 15:48:56.38;0.00:00:00:602;-0.75;-0.30;-0.59;0.2033;-0.1461;-0.05905;-0.1149;-78.99;-18.05;95.93;56.53;77.51;0.2033;0.195;0.008277;-6.919;-7.099;-20.821;0.13;-117.20;
2023-05-05 15:48:56.43;0.00:00:00:653;-0.75;-0.30;-0.59;0.2036;-0.1456;-0.05881;-0.1151;-79.01;-18.12;95.66;56.55;77.15;0.2036;0.1947;0.008832;-6.913;-7.105;-20.539;0.13;-117.06;
2023-05-05 15:48:56.48;0.00:00:00:705;-0.75;-0.30;-0.59;0.2035;-0.1457;-0.05891;-0.1152;-79.00;-18.12;95.76;56.60;77.24;0.2035;0.1949;0.008638;-6.914;-7.102;-20.636;0.13;-117.09;
2023-05-05 15:48:56.53;0.00:00:00:753;-0.75;-0.30;-0.59;0.2038;-0.1458;-0.05899;-0.1151;-78.99;-18.09;95.63;56.46;77.18;0.2038;0.1949;0.008914;-6.908;-7.103;-20.499;0.13;-117.14;
2023-05-05 15:48:56.58;0.00:00:00:804;-0.75;-0.30;-0.59;0.2037;-0.1458;-0.05843;-0.1152;-79.08;-18.13;95.64;56.57;77.12;0.2037;0.1948;0.008873;-6.910;-7.104;-20.519;0.13;-116.89;
2023-05-05 15:48:56.63;0.00:00:00:853;-0.75;-0.30;-0.59;0.2035;-0.146;-0.05879;-0.115;-79.03;-18.08;95.80;56.53;77.35;0.2035;0.1949;0.008545;-6.915;-7.101;-20.683;0.13;-117.07;
2023-05-05 15:48:56.68;0.00:00:00:902;-0.75;-0.30;-0.59;0.2036;-0.1462;-0.05889;-0.1152;-79.03;-18.09;95.87;56.59;77.38;0.2036;0.1952;0.00842;-6.911;-7.095;-20.747;0.13;-117.06;
2023-05-05 15:48:56.73;0.00:00:00:954;-0.75;-0.30;-0.59;0.2036;-0.1459;-0.05874;-0.1151;-79.04;-18.09;95.74;56.52;77.28;0.2036;0.1949;0.008668;-6.913;-7.102;-20.621;0.13;-117.04;
2023-05-05 15:48:56.78;0.00:00:01:001;-0.75;-0.30;-0.59;0.2035;-0.1457;-0.05918;-0.1151;-78.95;-18.10;95.75;56.54;77.27;0.2035;0.1948;0.008652;-6.915;-7.103;-20.629;0.13;-117.22;
2023-05-05 15:48:56.83;0.00:00:01:048;-0.75;-0.30;-0.59;0.2034;-0.1457;-0.05881;-0.115;-79.01;-18.11;95.72;56.55;77.23;0.2034;0.1947;0.008706;-6.916;-7.106;-20.602;0.13;-117.08;
2023-05-05 15:48:56.88;0.00:00:01:097;-0.75;-0.30;-0.59;0.2034;-0.1458;-0.05877;-0.115;-79.02;-18.09;95.75;56.53;77.28;0.2034;0.1947;0.008648;-6.917;-7.105;-20.631;0.13;-117.07;
2023-05-05 15:48:56.92;0.00:00:01:144;-0.75;-0.30;-0.59;0.2034;-0.1458;-0.05894;-0.1151;-78.99;-18.10;95.78;56.56;77.29;0.2034;0.1949;0.008583;-6.916;-7.103;-20.664;0.13;-117.12;
2023-05-05 15:48:56.97;0.00:00:01:194;-0.75;-0.30;-0.59;0.2034;-0.1456;-0.05905;-0.1149;-78.96;-18.09;95.68;56.47;77.24;0.2034;0.1946;0.008789;-6.917;-7.109;-20.561;0.13;-117.21;
2023-05-05 15:48:57.02;0.00:00:01:244;-0.75;-0.30;-0.59;0.2034;-0.1457;-0.05901;-0.115;-78.98;-18.09;95.76;56.53;77.29;0.2034;0.1948;0.008633;-6.916;-7.104;-20.638;0.13;-117.16;
2023-05-05 15:48:57.07;0.00:00:01:290;-0.75;-0.30;-0.59;0.2032;-0.146;-0.05862;-0.115;-79.06;-18.08;95.86;56.57;77.39;0.2032;0.1948;0.008409;-6.920;-7.104;-20.752;0.13;-117.02;
2023-05-05 15:48:57.12;0.00:00:01:342;-0.75;-0.30;-0.59;0.2033;-0.1458;-0.05899;-0.1149;-78.99;-18.07;95.82;56.52;77.38;0.2033;0.1948;0.00849;-6.918;-7.104;-20.711;0.13;-117.18;
2023-05-05 15:48:57.17;0.00:00:01:388;-0.75;-0.30;-0.59;0.2034;-0.1459;-0.05844;-0.1152;-79.09;-18.12;95.80;56.64;77.26;0.2034;0.1949;0.008547;-6.916;-7.102;-20.682;0.13;-116.89;
2023-05-05 15:48:57.21;0.00:00:01:435;-0.75;-0.30;-0.59;0.2036;-0.1459;-0.05882;-0.1149;-79.02;-18.07;95.67;56.43;77.25;0.2036;0.1948;0.008824;-6.912;-7.104;-20.543;0.13;-117.11;
2023-05-05 15:48:57.27;0.00:00:01:488;-0.75;-0.30;-0.59;0.2036;-0.1461;-0.05883;-0.1152;-79.03;-18.10;95.87;56.61;77.38;0.2036;0.1952;0.008398;-6.913;-7.096;-20.758;0.13;-117.05;
2023-05-05 15:48:57.32;0.00:00:01:536;-0.75;-0.30;-0.59;0.2036;-0.1461;-0.05882;-0.1152;-79.04;-18.09;95.83;56.58;77.35;0.2036;0.1951;0.008489;-6.911;-7.096;-20.711;0.13;-117.04;
2023-05-05 15:48:57.36;0.00:00:01:583;-0.75;-0.30;-0.59;0.2036;-0.146;-0.05879;-0.115;-79.03;-18.08;95.72;56.49;77.28;0.2036;0.1949;0.008711;-6.912;-7.102;-20.599;0.13;-117.07;
2023-05-05 15:48:57.41;0.00:00:01:633;-0.75;-0.30;-0.59;0.2035;-0.1462;-0.05888;-0.1151;-79.03;-18.07;95.92;56.58;77.45;0.2035;0.1951;0.00831;-6.915;-7.096;-20.804;0.13;-117.09;
2023-05-05 15:48:57.46;0.00:00:01:682;-0.75;-0.30;-0.59;0.2039;-0.1459;-0.05921;-0.1151;-78.96;-18.09;95.68;56.48;77.24;0.2039;0.1951;0.008801;-6.906;-7.098;-20.555;0.13;-117.21;
2023-05-05 15:48:57.51;0.00:00:01:731;-0.75;-0.30;-0.59;0.2036;-0.1461;-0.05896;-0.1153;-79.01;-18.10;95.87;56.61;77.36;0.2036;0.1952;0.008418;-6.913;-7.096;-20.748;0.13;-117.09;
2023-05-05 15:48:57.56;0.00:00:01:780;-0.75;-0.30;-0.59;0.2034;-0.1465;-0.05864;-0.1153;-79.09;-18.07;96.06;56.66;77.56;0.2034;0.1954;0.008023;-6.916;-7.090;-20.957;0.13;-116.96;
2023-05-05 15:48:57.61;0.00:00:01:830;-0.75;-0.30;-0.59;0.2035;-0.1461;-0.05883;-0.1151;-79.03;-18.07;95.85;56.54;77.40;0.2035;0.1951;0.008448;-6.914;-7.098;-20.732;0.13;-117.08;
2023-05-05 15:48:57.66;0.00:00:01:885;-0.75;-0.30;-0.59;0.2036;-0.1461;-0.05899;-0.1151;-79.01;-18.07;95.85;56.54;77.40;0.2036;0.1951;0.008445;-6.913;-7.097;-20.734;0.13;-117.14;
2023-05-05 15:48:57.71;0.00:00:01:932;-0.75;-0.30;-0.59;0.2037;-0.1462;-0.05897;-0.1151;-79.02;-18.06;95.80;56.48;77.37;0.2037;0.1952;0.008566;-6.909;-7.096;-20.672;0.13;-117.13;
2023-05-05 15:48:57.76;0.00:00:01:979;-0.75;-0.30;-0.59;0.2038;-0.1458;-0.05879;-0.1152;-79.02;-18.12;95.65;56.55;77.15;0.2038;0.1949;0.008861;-6.908;-7.101;-20.525;0.13;-117.03;
2023-05-05 15:48:57.80;0.00:00:02:025;-0.75;-0.30;-0.59;0.2036;-0.1457;-0.05874;-0.115;-79.02;-18.10;95.65;56.48;77.19;0.2036;0.1947;0.008864;-6.913;-7.106;-20.523;0.13;-117.06;
2023-05-05 15:48:57.85;0.00:00:02:074;-0.75;-0.30;-0.59;0.2034;-0.146;-0.05915;-0.1151;-78.97;-18.08;95.90;56.57;77.43;0.2034;0.1951;0.008345;-6.916;-7.097;-20.786;0.13;-117.20;
2023-05-05 15:48:57.90;0.00:00:02:122;-0.75;-0.30;-0.59;0.2035;-0.1459;-0.05884;-0.1152;-79.02;-18.10;95.80;56.58;77.31;0.2035;0.195;0.008548;-6.914;-7.100;-20.681;0.13;-117.06;
2023-05-05 15:48:57.95;0.00:00:02:171;-0.75;-0.30;-0.59;0.2034;-0.1458;-0.0585;-0.1149;-79.07;-18.10;95.67;56.50;77.21;0.2034;0.1946;0.008804;-6.916;-7.108;-20.553;0.13;-116.97;
2023-05-05 15:48:58.00;0.00:00:02:221;-0.75;-0.30;-0.59;0.2032;-0.1462;-0.05888;-0.1148;-79.03;-18.03;95.95;56.47;77.58;0.2032;0.195;0.008222;-6.921;-7.100;-20.850;0.13;-117.16;
2023-05-05 15:48:58.05;0.00:00:02:268;-0.75;-0.30;-0.59;0.2036;-0.1459;-0.0586;-0.1151;-79.06;-18.11;95.69;56.54;77.20;0.2036;0.1948;0.008772;-6.912;-7.103;-20.569;0.13;-116.98;
2023-05-05 15:48:58.10;0.00:00:02:317;-0.75;-0.30;-0.59;0.2035;-0.1459;-0.0593;-0.1149;-78.94;-18.06;95.81;56.48;77.40;0.2035;0.195;0.008516;-6.915;-7.100;-20.698;0.13;-117.29;
2023-05-05 15:48:58.14;0.00:00:02:364;-0.75;-0.30;-0.59;0.2034;-0.1456;-0.05869;-0.115;-79.02;-18.12;95.68;56.55;77.18;0.2034;0.1946;0.008784;-6.916;-7.108;-20.563;0.13;-117.03;
2023-05-05 15:48:58.19;0.00:00:02:412;-0.75;-0.30;-0.59;0.2033;-0.1456;-0.05899;-0.1148;-78.97;-18.08;95.71;56.48;77.27;0.2033;0.1946;0.008716;-6.919;-7.109;-20.597;0.13;-117.19;
2023-05-05 15:48:58.24;0.00:00:02:462;-0.75;-0.30;-0.59;0.2035;-0.1456;-0.05903;-0.1151;-78.97;-18.10;95.71;56.54;77.23;0.2035;0.1948;0.008726;-6.915;-7.105;-20.592;0.13;-117.16;
2023-05-05 15:48:58.29;0.00:00:02:511;-0.75;-0.30;-0.59;0.2033;-0.1462;-0.05892;-0.1151;-79.02;-18.07;96.01;56.63;77.53;0.2033;0.1952;0.008114;-6.919;-7.096;-20.908;0.13;-117.11;
2023-05-05 15:48:58.34;0.00:00:02:559;-0.75;-0.30;-0.59;0.2035;-0.1456;-0.05888;-0.1151;-78.99;-18.11;95.66;56.53;77.16;0.2035;0.1947;0.008839;-6.914;-7.106;-20.536;0.13;-117.10;
2023-05-05 15:48:58.39;0.00:00:02:607;-0.75;-0.30;-0.59;0.2031;-0.1456;-0.05881;-0.115;-79.00;-18.10;95.80;56.59;77.30;0.2031;0.1946;0.008529;-6.922;-7.108;-20.691;0.13;-117.09;
2023-05-05 15:48:58.43;0.00:00:02:656;-0.75;-0.30;-0.59;0.2035;-0.1455;-0.05882;-0.115;-78.99;-18.12;95.61;56.51;77.12;0.2035;0.1945;0.008931;-6.915;-7.110;-20.491;0.13;-117.10;
2023-05-05 15:48:58.48;0.00:00:02:705;-0.75;-0.30;-0.59;0.2035;-0.1457;-0.05896;-0.1151;-78.98;-18.11;95.69;56.54;77.21;0.2035;0.1948;0.008764;-6.914;-7.105;-20.573;0.13;-117.13;
2023-05-05 15:48:58.53;0.00:00:02:754;-0.75;-0.30;-0.59;0.2034;-0.1457;-0.05875;-0.115;-79.02;-18.10;95.76;56.57;77.27;0.2034;0.1947;0.008619;-6.917;-7.105;-20.645;0.13;-117.05;
