Device : ;PAX1000IR2/M
Serial Number : ;M00534359
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-05 15:04:49.85;0.00:00:00:050;-0.73;0.64;0.25;0.1732;-0.1331;0.1169;0.04586;69.36;7.26;105.62;26.47;102.25;0.1732;0.183;-0.009737;-7.613;-7.376;-99.990;0.14;21.42;
2023-05-05 15:04:49.90;0.00:00:00:094;-0.73;0.64;0.25;0.173;-0.1329;0.1163;0.04583;69.40;7.27;105.48;26.49;102.10;0.173;0.1825;-0.009489;-7.619;-7.387;-99.990;0.14;21.50;
2023-05-05 15:04:49.95;0.00:00:00:143;-0.73;0.64;0.25;0.1731;-0.1327;0.1167;0.0459;69.34;7.28;105.46;26.52;102.07;0.1731;0.1825;-0.009455;-7.618;-7.387;-99.990;0.14;21.48;
2023-05-05 15:04:49.99;0.00:00:00:189;-0.73;0.64;0.25;0.173;-0.1328;0.1161;0.0458;69.43;7.28;105.35;26.48;101.97;0.173;0.1822;-0.009249;-7.620;-7.393;-99.990;0.14;21.53;
2023-05-05 15:04:50.04;0.00:00:00:236;-0.73;0.64;0.25;0.1731;-0.1329;0.1166;0.04587;69.38;7.27;105.54;26.50;102.16;0.1731;0.1827;-0.009584;-7.617;-7.383;-99.990;0.14;21.48;
2023-05-05 15:04:50.09;0.00:00:00:283;-0.73;0.64;0.25;0.173;-0.1327;0.1167;0.04574;69.34;7.25;105.57;26.45;102.20;0.173;0.1826;-0.009635;-7.620;-7.385;-99.990;0.14;21.40;
2023-05-05 15:04:50.14;0.00:00:00:332;-0.73;0.64;0.25;0.1731;-0.1325;0.1165;0.04587;69.33;7.29;105.27;26.49;101.88;0.1731;0.1823;-0.009124;-7.616;-7.393;-99.990;0.14;21.49;
2023-05-05 15:04:50.18;0.00:00:00:373;-0.73;0.64;0.25;0.1729;-0.1328;0.1163;0.04585;69.40;7.28;105.49;26.52;102.10;0.1729;0.1824;-0.009496;-7.622;-7.390;-99.990;0.14;21.52;
2023-05-05 15:04:50.23;0.00:00:00:423;-0.73;0.64;0.25;0.1728;-0.1326;0.1164;0.04584;69.36;7.28;105.49;26.53;102.10;0.1728;0.1823;-0.009486;-7.624;-7.392;-99.990;0.14;21.49;
2023-05-05 15:04:50.28;0.00:00:00:472;-0.73;0.64;0.25;0.1729;-0.1326;0.1164;0.04583;69.36;7.28;105.46;26.51;102.07;0.1729;0.1823;-0.009434;-7.623;-7.392;-99.990;0.14;21.49;
2023-05-05 15:04:50.32;0.00:00:00:520;-0.73;0.64;0.25;0.1731;-0.1328;0.1166;0.04589;69.36;7.28;105.50;26.52;102.11;0.1731;0.1826;-0.00952;-7.618;-7.385;-99.990;0.14;21.49;
2023-05-05 15:04:50.37;0.00:00:00:569;-0.73;0.64;0.25;0.1729;-0.1325;0.1166;0.04571;69.33;7.26;105.44;26.44;102.08;0.1729;0.1823;-0.009411;-7.623;-7.392;-99.990;0.14;21.41;
2023-05-05 15:04:50.43;0.00:00:00:621;-0.73;0.64;0.25;0.1728;-0.1325;0.1164;0.04574;69.34;7.27;105.44;26.47;102.06;0.1728;0.1822;-0.009399;-7.625;-7.395;-99.990;0.14;21.45;
2023-05-05 15:04:50.47;0.00:00:00:669;-0.73;0.64;0.25;0.1729;-0.133;0.1163;0.04584;69.41;7.27;105.57;26.52;102.19;0.1729;0.1825;-0.009634;-7.623;-7.387;-99.990;0.14;21.51;
2023-05-05 15:04:50.53;0.00:00:00:721;-0.73;0.64;0.25;0.1728;-0.1325;0.1165;0.04584;69.34;7.28;105.49;26.52;102.11;0.1728;0.1823;-0.009496;-7.624;-7.391;-99.990;0.14;21.48;
2023-05-05 15:04:50.58;0.00:00:00:777;-0.73;0.64;0.25;0.1728;-0.1326;0.1164;0.04589;69.36;7.29;105.49;26.56;102.10;0.1728;0.1823;-0.009493;-7.624;-7.392;-99.990;0.14;21.51;
2023-05-05 15:04:50.63;0.00:00:00:825;-0.73;0.64;0.25;0.1731;-0.1327;0.1165;0.04588;69.36;7.28;105.40;26.51;102.01;0.1731;0.1824;-0.009338;-7.618;-7.390;-99.990;0.14;21.50;
2023-05-05 15:04:50.68;0.00:00:00:877;-0.73;0.64;0.25;0.1731;-0.1327;0.1163;0.04591;69.38;7.29;105.33;26.52;101.94;0.1731;0.1824;-0.009232;-7.616;-7.391;-99.990;0.14;21.54;
2023-05-05 15:04:50.73;0.00:00:00:924;-0.73;0.64;0.25;0.173;-0.1329;0.1164;0.04587;69.39;7.28;105.48;26.51;102.09;0.173;0.1825;-0.009475;-7.618;-7.387;-99.990;0.14;21.51;
2023-05-05 15:04:50.78;0.00:00:00:971;-0.73;0.64;0.25;0.173;-0.1328;0.1165;0.04584;69.37;7.27;105.54;26.50;102.16;0.173;0.1826;-0.009585;-7.620;-7.386;-99.990;0.14;21.47;
2023-05-05 15:04:50.84;0.00:00:01:034;-0.73;0.64;0.25;0.1729;-0.133;0.1162;0.04592;69.44;7.29;105.56;26.56;102.16;0.1729;0.1825;-0.009607;-7.623;-7.388;-99.990;0.14;21.57;
2023-05-05 15:04:50.89;0.00:00:01:081;-0.73;0.64;0.25;0.173;-0.1327;0.1166;0.0459;69.35;7.28;105.51;26.53;102.12;0.173;0.1825;-0.009527;-7.619;-7.386;-99.990;0.14;21.48;
2023-05-05 15:04:50.93;0.00:00:01:127;-0.73;0.64;0.25;0.173;-0.1327;0.1165;0.0458;69.37;7.27;105.46;26.48;102.09;0.173;0.1824;-0.009453;-7.620;-7.389;-99.990;0.14;21.47;
2023-05-05 15:04:50.98;0.00:00:01:174;-0.73;0.64;0.25;0.1729;-0.1324;0.1161;0.04569;69.38;7.27;105.22;26.43;101.85;0.1729;0.1819;-0.009028;-7.623;-7.402;-99.990;0.14;21.49;
2023-05-05 15:04:51.03;0.00:00:01:221;-0.73;0.64;0.25;0.1732;-0.1325;0.1166;0.04591;69.33;7.29;105.32;26.50;101.93;0.1732;0.1824;-0.009211;-7.614;-7.389;-99.990;0.14;21.48;
2023-05-05 15:04:51.07;0.00:00:01:268;-0.73;0.64;0.25;0.1731;-0.1325;0.117;0.04587;69.27;7.27;105.49;26.50;102.11;0.1731;0.1826;-0.009501;-7.617;-7.385;-99.990;0.14;21.41;
2023-05-05 15:04:51.12;0.00:00:01:318;-0.73;0.64;0.25;0.1732;-0.1326;0.1165;0.04589;69.36;7.29;105.33;26.50;101.94;0.1732;0.1824;-0.009234;-7.615;-7.390;-99.990;0.14;21.50;
2023-05-05 15:04:51.18;0.00:00:01:374;-0.73;0.64;0.25;0.173;-0.1326;0.1167;0.04573;69.33;7.26;105.47;26.43;102.10;0.173;0.1825;-0.009457;-7.619;-7.388;-99.990;0.14;21.40;
2023-05-05 15:04:51.23;0.00:00:01:421;-0.73;0.64;0.25;0.1731;-0.1327;0.1166;0.04589;69.35;7.28;105.46;26.52;102.07;0.1731;0.1825;-0.009454;-7.618;-7.387;-99.990;0.14;21.49;
2023-05-05 15:04:51.27;0.00:00:01:470;-0.73;0.64;0.25;0.1729;-0.133;0.1166;0.04594;69.39;7.28;105.68;26.57;102.28;0.1729;0.1828;-0.009815;-7.621;-7.381;-99.990;0.14;21.51;
2023-05-05 15:04:51.32;0.00:00:01:518;-0.73;0.64;0.25;0.173;-0.1328;0.1163;0.04584;69.40;7.28;105.42;26.49;102.04;0.173;0.1824;-0.009376;-7.619;-7.389;-99.990;0.14;21.51;
2023-05-05 15:04:51.37;0.00:00:01:565;-0.73;0.64;0.25;0.1731;-0.1329;0.1162;0.04589;69.42;7.29;105.39;26.51;102.00;0.1731;0.1824;-0.009335;-7.618;-7.390;-99.990;0.14;21.55;
2023-05-05 15:04:51.42;0.00:00:01:611;-0.73;0.64;0.25;0.1734;-0.1325;0.1166;0.04592;69.33;7.29;105.20;26.49;101.81;0.1734;0.1824;-0.009015;-7.610;-7.390;-99.990;0.14;21.50;
2023-05-05 15:04:51.46;0.00:00:01:658;-0.73;0.64;0.25;0.173;-0.1329;0.1167;0.04593;69.36;7.28;105.63;26.55;102.24;0.173;0.1827;-0.009734;-7.620;-7.382;-99.990;0.14;21.49;
2023-05-05 15:04:51.51;0.00:00:01:705;-0.73;0.64;0.25;0.1729;-0.133;0.1164;0.04592;69.40;7.28;105.64;26.56;102.24;0.1729;0.1827;-0.009744;-7.622;-7.384;-99.990;0.14;21.52;
2023-05-05 15:04:51.56;0.00:00:01:752;-0.73;0.64;0.25;0.1732;-0.1328;0.1166;0.04595;69.36;7.29;105.46;26.54;102.06;0.1732;0.1826;-0.009447;-7.616;-7.385;-99.990;0.14;21.51;
2023-05-05 15:04:51.60;0.00:00:01:800;-0.73;0.64;0.25;0.1733;-0.1327;0.1168;0.04598;69.32;7.29;105.42;26.54;102.02;0.1733;0.1827;-0.009391;-7.612;-7.383;-99.990;0.14;21.49;
2023-05-05 15:04:51.66;0.00:00:01:859;-0.73;0.64;0.25;0.1729;-0.1325;0.1164;0.04581;69.35;7.28;105.38;26.49;101.99;0.1729;0.1822;-0.0093;-7.621;-7.394;-99.990;0.14;21.48;
